	date	Hprum	SCE	SNO	SVH	SRA	SSV	Tprum	T05prum	Fprum	Fmax	Dprum
1	12/31/1960	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
2	1/1/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
3	1/2/1961	NA	0	3	NA	2.4	NA	NA	NA	NA	NA	NA
4	1/3/1961	NA	3	0	NA	1.1	NA	NA	NA	NA	NA	NA
5	1/4/1961	NA	3	1	NA	1	NA	NA	NA	NA	NA	NA
6	1/5/1961	NA	4	3	NA	1.5	NA	NA	NA	NA	NA	NA
7	1/6/1961	NA	7	13	NA	10.4	NA	NA	NA	NA	NA	NA
8	1/7/1961	NA	20	5	NA	5.7	NA	NA	NA	NA	NA	NA
9	1/8/1961	NA	25	3	NA	4.2	NA	NA	NA	NA	NA	NA
10	1/9/1961	NA	27	0	NA	0	NA	NA	NA	NA	NA	NA
11	1/10/1961	NA	27	2	NA	1.6	NA	NA	NA	NA	NA	NA
12	1/11/1961	NA	29	0	NA	0	NA	NA	NA	NA	NA	NA
13	1/12/1961	NA	29	0	NA	0	NA	NA	NA	NA	NA	NA
14	1/13/1961	NA	29	3	NA	3.4	NA	NA	NA	NA	NA	NA
15	1/14/1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
16	1/15/1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
17	1/16/1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
18	1/17/1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
19	1/18/1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
20	1/19/1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
21	1/20/1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
22	1/21/1961	NA	30	2	NA	3.1	NA	NA	NA	NA	NA	NA
23	1/22/1961	NA	31	1	NA	1	NA	NA	NA	NA	NA	NA
24	1/23/1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
25	1/24/1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
26	1/25/1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
27	1/26/1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
28	1/27/1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
29	1/28/1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
30	1/29/1961	NA	31	3	NA	13.4	NA	NA	NA	NA	NA	NA
31	1/30/1961	NA	31	0	NA	26.6	NA	NA	NA	NA	NA	NA
32	1/31/1961	NA	NA	NA	NA	10.3	NA	NA	NA	NA	NA	NA
33	2/1/1961	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA
34	2/2/1961	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
35	2/3/1961	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA
36	2/4/1961	NA	NA	NA	NA	9.8	NA	NA	NA	NA	NA	NA
37	2/5/1961	NA	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA
38	2/6/1961	NA	NA	NA	NA	8.3	NA	NA	NA	NA	NA	NA
39	2/7/1961	NA	NA	NA	NA	8.2	NA	NA	NA	NA	NA	NA
40	2/8/1961	NA	NA	NA	NA	30.2	NA	NA	NA	NA	NA	NA
41	2/9/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
42	2/10/1961	NA	NA	NA	NA	13.2	NA	NA	NA	NA	NA	NA
43	2/11/1961	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA
44	2/12/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
45	2/13/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
46	2/14/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
47	2/15/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
48	2/16/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
49	2/17/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
50	2/18/1961	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA
51	2/19/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
52	2/20/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
53	2/21/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
54	2/22/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
55	2/23/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
56	2/24/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
57	2/25/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
58	2/26/1961	NA	NA	NA	NA	5.2	NA	NA	NA	NA	NA	NA
59	2/27/1961	NA	NA	NA	NA	3.1	NA	NA	NA	NA	NA	NA
60	2/28/1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
61	3/1/1961	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA
62	3/2/1961	NA	NA	0	NA	0.8	NA	NA	NA	NA	NA	NA
63	3/3/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
64	3/4/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
65	3/5/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
66	3/6/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
67	3/7/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
68	3/8/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
69	3/9/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
70	3/10/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
71	3/11/1961	NA	0	0	NA	7.8	NA	NA	NA	NA	NA	NA
72	3/12/1961	NA	0	0	NA	3.5	NA	NA	NA	NA	NA	NA
73	3/13/1961	NA	0	0	NA	1.6	NA	NA	NA	NA	NA	NA
74	3/14/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
75	3/15/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
76	3/16/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
77	3/17/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
78	3/18/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
79	3/19/1961	NA	0	20	NA	15.8	NA	NA	NA	NA	NA	NA
80	3/20/1961	NA	20	17	NA	12.6	NA	NA	NA	NA	NA	NA
81	3/21/1961	NA	37	10	NA	7.7	NA	NA	NA	NA	NA	NA
82	3/22/1961	NA	47	0	NA	1	NA	NA	NA	NA	NA	NA
83	3/23/1961	NA	40	0	NA	0.4	NA	NA	NA	NA	NA	NA
84	3/24/1961	NA	30	0	NA	0	NA	NA	NA	NA	NA	NA
85	3/25/1961	NA	20	0	NA	0	NA	NA	NA	NA	NA	NA
86	3/26/1961	NA	10	7	NA	4.3	NA	NA	NA	NA	NA	NA
87	3/27/1961	NA	17	18	NA	14.7	NA	NA	NA	NA	NA	NA
88	3/28/1961	NA	35	0	NA	10.2	NA	NA	NA	NA	NA	NA
89	3/29/1961	NA	35	0	NA	34.2	NA	NA	NA	NA	NA	NA
90	3/30/1961	NA	10	0	NA	0	NA	NA	NA	NA	NA	NA
91	3/31/1961	NA	8	0	NA	24.2	NA	NA	NA	NA	NA	NA
92	4/1/1961	NA	8	0	NA	28.1	NA	NA	NA	NA	NA	NA
93	4/2/1961	NA	8	0	NA	6	NA	NA	NA	NA	NA	NA
94	4/3/1961	NA	0	0	NA	3.7	NA	NA	NA	NA	NA	NA
95	4/4/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
96	4/5/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
97	4/6/1961	NA	0	0	NA	3.2	NA	NA	NA	NA	NA	NA
98	4/7/1961	NA	0	0	NA	2.3	NA	NA	NA	NA	NA	NA
99	4/8/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
100	4/9/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
101	4/10/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
102	4/11/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
103	4/12/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
104	4/13/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
105	4/14/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
106	4/15/1961	NA	0	0	NA	23.6	NA	NA	NA	NA	NA	NA
107	4/16/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
108	4/17/1961	NA	0	0	NA	8.5	NA	NA	NA	NA	NA	NA
109	4/18/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
110	4/19/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
111	4/20/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
112	4/21/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
113	4/22/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
114	4/23/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
115	4/24/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
116	4/25/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
117	4/26/1961	NA	0	0	NA	2.6	NA	NA	NA	NA	NA	NA
118	4/27/1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
119	4/28/1961	NA	0	0	NA	1.4	NA	NA	NA	NA	NA	NA
120	4/29/1961	NA	0	0	NA	7.2	NA	NA	NA	NA	NA	NA
121	4/30/1961	NA	0	0	NA	14.2	NA	NA	NA	NA	NA	NA
122	5/1/1961	NA	0	0	NA	6.4	NA	NA	NA	NA	NA	NA
123	5/2/1961	NA	0	0	NA	0.5	NA	NA	NA	NA	NA	NA
124	5/3/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
125	5/4/1961	NA	0	0	NA	2.8	NA	NA	NA	NA	NA	NA
126	5/5/1961	NA	0	0	NA	1.5	NA	NA	NA	NA	NA	NA
127	5/6/1961	NA	0	0	NA	3.8	NA	NA	NA	NA	NA	NA
128	5/7/1961	NA	0	0	NA	27.3	NA	NA	NA	NA	NA	NA
129	5/8/1961	NA	0	0	NA	33.4	NA	NA	NA	NA	NA	NA
130	5/9/1961	NA	0	0	NA	18.1	NA	NA	NA	NA	NA	NA
131	5/10/1961	NA	0	0	NA	14.2	NA	NA	NA	NA	NA	NA
132	5/11/1961	NA	0	0	NA	2.1	NA	NA	NA	NA	NA	NA
133	5/12/1961	NA	0	0	NA	4	NA	NA	NA	NA	NA	NA
134	5/13/1961	NA	0	0	NA	1.4	NA	NA	NA	NA	NA	NA
135	5/14/1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
136	5/15/1961	NA	0	0	NA	7	NA	NA	NA	NA	NA	NA
137	5/16/1961	NA	0	0	NA	4.2	NA	NA	NA	NA	NA	NA
138	5/17/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
139	5/18/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
140	5/19/1961	NA	0	0	NA	0.8	NA	NA	NA	NA	NA	NA
141	5/20/1961	NA	0	0	NA	11.4	NA	NA	NA	NA	NA	NA
142	5/21/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
143	5/22/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
144	5/23/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
145	5/24/1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
146	5/25/1961	NA	0	0	NA	35.1	NA	NA	NA	NA	NA	NA
147	5/26/1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
148	5/27/1961	NA	0	0	NA	4.8	NA	NA	NA	NA	NA	NA
149	5/28/1961	NA	0	0	NA	21	NA	NA	NA	NA	NA	NA
150	5/29/1961	NA	0	0	NA	2.9	NA	NA	NA	NA	NA	NA
151	5/30/1961	NA	0	0	NA	1.5	NA	NA	NA	NA	NA	NA
152	9/30/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
153	10/1/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
154	10/2/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
155	10/3/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
156	10/4/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
157	10/5/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
158	10/6/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
159	10/7/1961	NA	0	0	NA	6.6	NA	NA	NA	NA	NA	NA
160	10/8/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
161	10/9/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
162	10/10/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
163	10/11/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
164	10/12/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
165	10/13/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
166	10/14/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
167	10/15/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
168	10/16/1961	NA	0	0	NA	14.2	NA	NA	NA	NA	NA	NA
169	10/17/1961	NA	0	0	NA	10.6	NA	NA	NA	NA	NA	NA
170	10/18/1961	NA	0	0	NA	0.3	NA	NA	NA	NA	NA	NA
171	10/19/1961	NA	0	0	NA	6.9	NA	NA	NA	NA	NA	NA
172	10/20/1961	NA	0	0	NA	8.4	NA	NA	NA	NA	NA	NA
173	10/21/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
174	10/22/1961	NA	0	0	NA	2.9	NA	NA	NA	NA	NA	NA
175	10/23/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
176	10/24/1961	NA	0	0	NA	2.8	NA	NA	NA	NA	NA	NA
177	10/25/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
178	10/26/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
179	10/27/1961	NA	0	0	NA	0.8	NA	NA	NA	NA	NA	NA
180	10/28/1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
181	10/29/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
182	10/30/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
183	10/31/1961	NA	0	0	NA	5.9	NA	NA	NA	NA	NA	NA
184	11/1/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
185	11/2/1961	NA	0	0	NA	4.5	NA	NA	NA	NA	NA	NA
186	11/3/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
187	11/4/1961	NA	0	0	NA	1.6	NA	NA	NA	NA	NA	NA
188	11/5/1961	NA	0	0	NA	5.2	NA	NA	NA	NA	NA	NA
189	11/6/1961	NA	0	0	NA	3.5	NA	NA	NA	NA	NA	NA
190	11/7/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
191	11/8/1961	NA	0	0	NA	2.7	NA	NA	NA	NA	NA	NA
192	11/9/1961	NA	0	0	NA	3.5	NA	NA	NA	NA	NA	NA
193	11/10/1961	NA	0	0	NA	1	NA	NA	NA	NA	NA	NA
194	11/11/1961	NA	0	0	NA	0.6	NA	NA	NA	NA	NA	NA
195	11/12/1961	NA	0	0	NA	15.8	NA	NA	NA	NA	NA	NA
196	11/13/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
197	11/14/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
198	11/15/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
199	11/16/1961	NA	0	0	NA	1.8	NA	NA	NA	NA	NA	NA
200	11/17/1961	NA	0	0	NA	0.9	NA	NA	NA	NA	NA	NA
201	11/18/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
202	11/19/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
203	11/20/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
204	11/21/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
205	11/22/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
206	11/23/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
207	11/24/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
208	11/25/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
209	11/26/1961	NA	0	0	NA	0.1	NA	NA	NA	NA	NA	NA
210	11/27/1961	NA	0	0	NA	8.6	NA	NA	NA	NA	NA	NA
211	11/28/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
212	11/29/1961	NA	0	5	NA	32.2	NA	NA	NA	NA	NA	NA
213	11/30/1961	NA	5	0	NA	5	NA	NA	NA	NA	NA	NA
214	12/1/1961	NA	0	0	NA	4	NA	NA	NA	NA	NA	NA
215	12/2/1961	NA	0	0	NA	12	NA	NA	NA	NA	NA	NA
216	12/3/1961	NA	0	0	NA	4.6	NA	NA	NA	NA	NA	NA
217	12/4/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
218	12/5/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
219	12/6/1961	NA	0	NA	NA	0.1	NA	NA	NA	NA	NA	NA
220	12/7/1961	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA
221	12/8/1961	NA	0	NA	NA	0.4	NA	NA	NA	NA	NA	NA
222	12/9/1961	NA	0	NA	NA	3.7	NA	NA	NA	NA	NA	NA
223	12/10/1961	NA	0	NA	NA	45.6	NA	NA	NA	NA	NA	NA
224	12/11/1961	NA	0	0	NA	6.4	NA	NA	NA	NA	NA	NA
225	12/12/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
226	12/13/1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
227	12/14/1961	NA	0	6	NA	2.1	NA	NA	NA	NA	NA	NA
228	12/15/1961	NA	6	0	NA	0	NA	NA	NA	NA	NA	NA
229	12/16/1961	NA	6	0	NA	0	NA	NA	NA	NA	NA	NA
230	12/17/1961	NA	6	0	NA	0	NA	NA	NA	NA	NA	NA
231	12/18/1961	NA	6	0	NA	0	NA	NA	NA	NA	NA	NA
232	12/19/1961	NA	5	0	NA	0	NA	NA	NA	NA	NA	NA
233	12/20/1961	NA	5	1	NA	0.7	NA	NA	NA	NA	NA	NA
234	12/21/1961	NA	6	10	NA	3.2	NA	NA	NA	NA	NA	NA
235	12/22/1961	NA	16	0	NA	0	NA	NA	NA	NA	NA	NA
236	12/23/1961	NA	16	0	NA	0	NA	NA	NA	NA	NA	NA
237	12/24/1961	NA	16	0	NA	0	NA	NA	NA	NA	NA	NA
238	12/25/1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
239	12/26/1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
240	12/27/1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
241	12/28/1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
242	12/29/1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
243	12/30/1961	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
244	12/31/1961	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
245	1/1/1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
246	1/2/1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
247	1/3/1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
248	1/4/1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
249	1/5/1962	NA	14	1	NA	1	NA	NA	NA	NA	NA	NA
250	1/6/1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
251	1/7/1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
252	1/8/1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
253	1/9/1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
254	1/10/1962	NA	14	5	NA	8.7	NA	NA	NA	NA	NA	NA
255	1/11/1962	NA	15	12	NA	15.7	NA	NA	NA	NA	NA	NA
256	1/12/1962	NA	27	4	NA	2.8	NA	NA	NA	NA	NA	NA
257	1/13/1962	NA	31	5	NA	3	NA	NA	NA	NA	NA	NA
258	1/14/1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
259	1/15/1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
260	1/16/1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
261	1/17/1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
262	1/18/1962	NA	36	0	NA	11.5	NA	NA	NA	NA	NA	NA
263	1/19/1962	NA	36	0	NA	7.9	NA	NA	NA	NA	NA	NA
264	1/20/1962	NA	36	0	NA	5.7	NA	NA	NA	NA	NA	NA
265	1/21/1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
266	1/22/1962	NA	36	7	NA	4.7	NA	NA	NA	NA	NA	NA
267	1/23/1962	NA	33	12	NA	42.8	NA	NA	NA	NA	NA	NA
268	1/24/1962	NA	45	0	NA	10.2	NA	NA	NA	NA	NA	NA
269	1/25/1962	NA	45	0	NA	3	NA	NA	NA	NA	NA	NA
270	1/26/1962	NA	45	2	NA	2	NA	NA	NA	NA	NA	NA
271	1/27/1962	NA	45	10	NA	10.9	NA	NA	NA	NA	NA	NA
272	1/28/1962	NA	55	4	NA	2	NA	NA	NA	NA	NA	NA
273	1/29/1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
274	1/30/1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
275	1/31/1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
276	2/1/1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
277	2/2/1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
278	2/3/1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
279	2/4/1962	NA	59	18	NA	10.8	NA	NA	NA	NA	NA	NA
280	2/5/1962	NA	77	0	NA	0	NA	NA	NA	NA	NA	NA
281	2/6/1962	NA	77	0	NA	0	NA	NA	NA	NA	NA	NA
282	2/7/1962	NA	77	0	NA	5.6	NA	NA	NA	NA	NA	NA
283	2/8/1962	NA	75	0	NA	0	NA	NA	NA	NA	NA	NA
284	2/9/1962	NA	73	0	NA	0	NA	NA	NA	NA	NA	NA
285	2/10/1962	NA	73	0	NA	0	NA	NA	NA	NA	NA	NA
286	2/11/1962	NA	71	8	NA	28.4	NA	NA	NA	NA	NA	NA
287	2/12/1962	NA	77	2	NA	5.4	NA	NA	NA	NA	NA	NA
288	2/13/1962	NA	78	10	NA	6	NA	NA	NA	NA	NA	NA
289	2/14/1962	NA	87	7	NA	4	NA	NA	NA	NA	NA	NA
290	2/15/1962	NA	94	25	NA	20.4	NA	NA	NA	NA	NA	NA
291	2/16/1962	NA	114	3	NA	2.6	NA	NA	NA	NA	NA	NA
292	2/17/1962	NA	117	6	NA	4.2	NA	NA	NA	NA	NA	NA
293	2/18/1962	NA	123	2	NA	0.8	NA	NA	NA	NA	NA	NA
294	2/19/1962	NA	125	0	NA	0	NA	NA	NA	NA	NA	NA
295	2/20/1962	NA	125	5	NA	3.4	NA	NA	NA	NA	NA	NA
296	2/21/1962	NA	130	0	NA	0	NA	NA	NA	NA	NA	NA
297	2/22/1962	NA	130	1	NA	0.2	NA	NA	NA	NA	NA	NA
298	2/23/1962	NA	131	3	NA	1.8	NA	NA	NA	NA	NA	NA
299	2/24/1962	NA	134	0	NA	0	NA	NA	NA	NA	NA	NA
300	2/25/1962	NA	134	0	NA	0	NA	NA	NA	NA	NA	NA
301	2/26/1962	NA	134	1	NA	0.4	NA	NA	NA	NA	NA	NA
302	2/27/1962	NA	135	0	NA	0	NA	NA	NA	NA	NA	NA
303	2/28/1962	NA	135	0	NA	0	NA	NA	NA	NA	NA	NA
304	3/1/1962	NA	135	6	NA	4.9	NA	NA	NA	NA	NA	NA
305	3/2/1962	NA	141	2	NA	1.4	NA	NA	NA	NA	NA	NA
306	3/3/1962	NA	143	10	NA	6.5	NA	NA	NA	NA	NA	NA
307	3/4/1962	NA	152	7	NA	6.5	NA	NA	NA	NA	NA	NA
308	3/5/1962	NA	159	1	NA	0.3	NA	NA	NA	NA	NA	NA
309	3/6/1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
310	3/7/1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
311	3/8/1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
312	3/9/1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
313	3/10/1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
314	3/11/1962	NA	160	6	NA	4.1	NA	NA	NA	NA	NA	NA
315	3/12/1962	NA	166	0	NA	0	NA	NA	NA	NA	NA	NA
316	3/13/1962	NA	166	1	NA	0.2	NA	NA	NA	NA	NA	NA
317	3/14/1962	NA	167	1	NA	0.6	NA	NA	NA	NA	NA	NA
318	3/15/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
319	3/16/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
320	3/17/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
321	3/18/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
322	3/19/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
323	3/20/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
324	3/21/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
325	3/22/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
326	3/23/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
327	3/24/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
328	3/25/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
329	3/26/1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
330	3/27/1962	NA	168	5	NA	2	NA	NA	NA	NA	NA	NA
331	3/28/1962	NA	173	0	NA	15.1	NA	NA	NA	NA	NA	NA
332	3/29/1962	NA	173	0	NA	24.6	NA	NA	NA	NA	NA	NA
333	3/30/1962	NA	173	0	NA	10.9	NA	NA	NA	NA	NA	NA
334	3/31/1962	NA	NA	0	NA	3.4	NA	NA	NA	NA	NA	NA
335	4/1/1962	NA	NA	0	NA	4.5	NA	NA	NA	NA	NA	NA
336	4/2/1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
337	4/3/1962	NA	NA	0	NA	12.5	NA	NA	NA	NA	NA	NA
338	4/4/1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
339	4/5/1962	NA	NA	0	NA	1.2	NA	NA	NA	NA	NA	NA
340	4/6/1962	NA	NA	0	NA	12.1	NA	NA	NA	NA	NA	NA
341	4/7/1962	NA	NA	0	NA	2.8	NA	NA	NA	NA	NA	NA
342	4/8/1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
343	4/9/1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
344	4/10/1962	NA	NA	0	NA	1.2	NA	NA	NA	NA	NA	NA
345	4/11/1962	NA	NA	0	NA	0.6	NA	NA	NA	NA	NA	NA
346	4/12/1962	NA	NA	0	NA	4.2	NA	NA	NA	NA	NA	NA
347	4/13/1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
348	4/14/1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
