	date	Hprum	SCE	SNO	SVH	SRA	SSV	Tprum	T05prum	Fprum	Fmax	Dprum
5717	5/1/1984	73	94	0	NA	0	11.3	5.8	NA	1.3	2	8.75
5718	5/2/1984	73	87	0	NA	0	6.8	8.2	NA	2	2	13.25
5719	5/3/1984	83	80	0	NA	0.3	4.7	7.7	NA	2.3	4	18
5720	5/4/1984	82	73	0	NA	0.8	4.9	10.1	NA	2	3	13
5721	5/5/1984	92	60	0	NA	3.3	3.2	6.8	NA	2.3	4	27.25
5722	5/6/1984	98	48	3	132	1.9	5.8	0.2	NA	4	7	34.75
5723	5/7/1984	97	48	2	NA	1.7	6.9	-1.9	NA	3.3	5	32.5
5724	5/8/1984	93	50	1	NA	1.2	4.1	-0.9	NA	2.3	5	16.25
5725	5/9/1984	85	51	1	NA	1.2	3.9	-0.6	NA	3	6	5.25
5726	5/10/1984	100	45	2	NA	1.7	0	-2.3	NA	8.3	12	3.75
5727	5/11/1984	100	45	2	NA	1.6	0	-1.1	NA	5	6	4
5728	5/12/1984	100	42	0	NA	2.7	0	1.3	NA	4.3	5	6.25
5729	5/13/1984	100	32	0	94.1	1.2	0	3.5	NA	4.3	5	18.25
5730	5/14/1984	95	15	0	NA	0	4.3	4.5	NA	2.7	3	20.25
5731	5/15/1984	73	0	0	NA	0	7.3	8.3	NA	10.7	11	16
5732	5/16/1984	85	0	0	NA	0	7.5	6.6	NA	2.7	3	20
5733	5/17/1984	74	0	0	NA	3.4	5	7.3	NA	3.3	4	23.75
5734	5/18/1984	64	0	0	NA	0	11.3	10.1	NA	5	6	10.5
5735	5/19/1984	64	0	0	NA	0	4.3	10.9	NA	4.7	5	14.5
5736	5/20/1984	93	0	0	0	11.9	0	7.9	NA	7.3	8	12
5737	5/21/1984	98	0	0	NA	1.2	5.7	3.2	NA	4.3	5	19
5738	5/22/1984	74	0	0	NA	1.8	1.8	5.9	NA	4	5	24
5739	5/23/1984	100	0	0	NA	1.3	0	2.8	NA	5.7	6	25.75
5740	5/24/1984	100	0	0	NA	12.2	0	3.8	NA	5.3	7	22.25
5741	5/25/1984	90	0	0	NA	0.8	6.1	5.9	NA	6.7	10	22.5
5742	5/26/1984	77	0	0	NA	0	8	9.2	NA	8.7	10	13
5743	5/27/1984	100	0	0	0	4.6	0	5.6	NA	2.3	3	20
5744	5/28/1984	100	0	0	NA	3	0	3	NA	3.7	5	26.75
5745	5/29/1984	100	0	0	NA	0	1.6	3.5	NA	3	5	29
5746	5/30/1984	87	0	0	NA	0	9.3	7.3	NA	3.3	5	20.25
5747	9/30/1984	84	0	0	0	0	7.6	10.9	NA	8.3	20	16.5
5748	10/1/1984	100	0	0	NA	16.1	0	7.5	NA	11.7	15	26.25
5749	10/2/1984	100	0	0	NA	4.2	3.7	5.3	NA	4	5	26.75
5750	10/3/1984	100	0	0	NA	0	0	6.1	NA	2	3	27
5751	10/4/1984	99	0	0	NA	0	2.2	6.4	NA	3	6	24.25
5752	10/5/1984	97	0	0	NA	1.3	0.1	5.1	NA	3	5	26.75
5753	10/6/1984	97	0	5	NA	12.2	3.6	2.7	NA	3.3	5	30
5754	10/7/1984	100	5	0	6.4	1.3	0	2.2	NA	3.3	4	28
5755	10/8/1984	100	0	0	NA	17.8	0	4.4	NA	3.3	4	25.25
5756	10/9/1984	100	0	0	NA	3.1	0	8.1	NA	2.7	3	25
5757	10/10/1984	100	0	0	NA	0	1.4	7.9	NA	2	3	28
5758	10/11/1984	100	0	0	NA	4	0	2.3	NA	5.3	6	33.25
5759	10/12/1984	95	0	0	NA	0	7.1	0.7	NA	5.7	6	34
5760	10/13/1984	100	0	0	NA	3.1	0	4.8	NA	5.3	7	27.5
5761	10/14/1984	100	0	0	0	1.1	0	2.4	NA	9.3	10	32.25
5762	10/15/1984	90	0	0	NA	0	3.3	-0.7	NA	8	10	34.5
5763	10/16/1984	67	0	0	NA	0	9.4	2.7	NA	1.7	3	12.25
5764	10/17/1984	100	0	0	NA	0.4	0.9	3.8	NA	3.7	5	21.25
5765	10/18/1984	97	0	0	NA	0.8	1.4	5.3	NA	6.3	8	15
5766	10/19/1984	89	0	0	NA	1.7	2.8	3.6	NA	5.3	8	20
5767	10/20/1984	96	0	0	NA	0	0.9	-0.2	NA	5	8	24.5
5768	10/21/1984	98	0	0	0	0.8	1.1	0.8	NA	6	10	22.75
5769	10/22/1984	100	0	0	NA	13.7	0	5.2	NA	4.7	7	21.5
5770	10/23/1984	95	0	0	NA	0	0	2.8	NA	2.3	3	23.25
5771	10/24/1984	84	0	0	NA	0	6.6	5.9	NA	3.7	5	19.5
5772	10/25/1984	90	0	0	NA	1.3	3.1	5.9	NA	3	5	26.75
5773	10/26/1984	86	0	0	NA	0	4	1.4	NA	2	3	30.5
5774	10/27/1984	87	0	0	NA	0	4.3	0.3	NA	1	1	23.25
5775	10/28/1984	70	0	0	0	0.1	9	4.9	NA	2.7	4	27.5
5776	10/29/1984	89	0	0	NA	0	3.6	7.9	NA	1.3	2	20.5
5777	10/30/1984	44	0	0	NA	0	8.8	8.6	NA	1.7	2	20.75
5778	10/31/1984	22	0	0	NA	0	8.9	9.8	NA	1	1	21.75
5779	11/1/1984	46	0	0	NA	0	8.7	7.5	NA	4.3	8	18
5780	11/2/1984	47	0	0	NA	0	8.6	3.5	NA	6	8	18
5781	11/3/1984	83	0	0	NA	0	6.1	-0.3	NA	4	6	18
5782	11/4/1984	88	0	0	0	0	1.4	-0.1	NA	1.3	2	6.5
5783	11/5/1984	41	0	0	NA	0	8.4	5.5	NA	0.7	2	3.25
5784	11/6/1984	56	0	0	NA	0	7.9	6.5	NA	0.7	2	4.5
5785	11/7/1984	68	0	0	NA	0	6.9	5.8	NA	1.3	2	12
5786	11/8/1984	100	0	0	NA	0	0	4.3	NA	5	8	13
5787	11/9/1984	93	0	0	NA	0	0	4	NA	2	3	11
5788	11/10/1984	37	0	0	NA	0	7.5	3.1	NA	2.7	4	11.5
5789	11/11/1984	30	0	0	0	0	7.9	1.1	NA	5.7	8	10.75
5790	11/12/1984	22	0	0	NA	0	8.1	-0.5	NA	7.7	10	12.5
5791	11/13/1984	45	0	0	NA	0	8	-1.6	NA	6.3	11	10.75
5792	11/14/1984	87	0	2	NA	1.2	0.7	-4.1	NA	8.3	10	13.75
5793	11/15/1984	100	2	0	NA	0	0	-4.1	NA	10.3	11	13
5794	11/16/1984	100	2	10	NA	6.8	0	-2.4	NA	6.3	10	13
5795	11/17/1984	100	12	1	NA	0.8	0	-2	NA	2.7	3	15.5
5796	11/18/1984	100	12	0	12.4	0	0	-3.2	NA	3	4	13
5797	11/19/1984	100	12	0	NA	0	0	-3.5	NA	2.3	4	21.5
5798	11/20/1984	100	12	2	NA	1.8	0	-2.2	NA	2	3	22.5
5799	11/21/1984	100	14	15	NA	48.2	0	-0.9	NA	4	6	20
5800	11/22/1984	100	20	0	NA	18.2	0	1.3	NA	20	20	27
5801	11/23/1984	100	0	0	NA	4.8	0	2.4	NA	25	25	30.5
5802	11/24/1984	100	0	0	NA	1.6	0	0.9	NA	15	20	27
5803	11/25/1984	100	0	1	0	1.2	0	0.8	NA	7.3	15	30
5804	11/26/1984	98	1	0	NA	0	0	-2.1	NA	6.7	10	29
5805	11/27/1984	97	1	0	NA	0	1.2	-3.3	NA	3	5	27
5806	11/28/1984	87	1	0	NA	0	5.8	2.8	NA	3	5	27
5807	11/29/1984	59	0	0	NA	0	6.4	-0.5	NA	2	2	12.25
5808	11/30/1984	72	0	0	NA	0	6.3	0.4	NA	6.3	9	15.5
5809	12/1/1984	100	0	0	NA	0	0.7	0.5	NA	2.3	4	6.75
5810	12/2/1984	87	0	0	0	0	6.6	-0.7	NA	1.3	2	9
5811	12/3/1984	81	0	0	NA	0	6.8	-3	NA	3.7	5	13.5
5812	12/4/1984	63	0	0	NA	0	6.8	2.6	NA	4	5	30.5
5813	12/5/1984	63	0	0	NA	0	5.8	2.8	NA	5.7	11	26.75
5814	12/6/1984	76	0	0	NA	0	3.6	-0.5	NA	5.7	7	31
5815	12/7/1984	53	0	0	NA	0	6.8	1.6	NA	3.7	5	27
5816	12/8/1984	100	0	4	NA	7.6	0	-3	NA	10.3	15	30
5817	12/9/1984	100	4	5	4	11.3	0	-2.4	NA	13.3	15	27
5818	12/10/1984	100	9	1	NA	1.8	0	-2.4	NA	16.3	22	33.75
5819	12/11/1984	88	10	0	NA	0	5.8	-6.1	NA	3.3	4	31
5820	12/12/1984	57	10	0	NA	0	6.6	-4.3	NA	2.7	5	31.25
5821	12/13/1984	84	10	0	NA	0	6.1	-8.8	NA	0	0	0
5822	12/14/1984	89	8	0	NA	0	5.2	-7.3	NA	0	0	0
5823	12/15/1984	97	8	0	NA	0.3	0	-7.8	NA	0	0	0
5824	12/16/1984	100	8	2	16	1	0	-4.9	NA	3.3	5	22
5825	12/17/1984	97	9	0	NA	0.2	0	-2.7	NA	2.3	5	9
5826	12/18/1984	97	9	2	NA	1.2	0	-3.4	NA	1	3	6.75
5827	12/19/1984	96	10	5	NA	3.3	0	-3.5	NA	5.7	10	22
5828	12/20/1984	100	12	5	NA	4.6	0	-3.9	NA	12	18	26.75
5829	12/21/1984	100	15	1	NA	0.6	0	-4.2	NA	4.7	12	15.5
5830	12/22/1984	100	15	0	NA	0	4	-5.7	NA	1.3	2	9.75
5831	12/23/1984	98	15	0	35	0	0.8	-8.2	NA	2.7	6	11.25
5832	12/24/1984	99	15	0	NA	0	3	-7	NA	0	0	0
5833	12/25/1984	97	15	2	NA	1.8	3.7	-6.2	NA	5.3	8	34.75
5834	12/26/1984	100	17	2	NA	2.2	0	-8.8	NA	3.3	4	30.25
5835	12/27/1984	100	19	0	NA	0.8	0	-10	NA	1	2	20.25
5836	12/28/1984	99	19	0	NA	0.1	0	-10.8	NA	2	3	8.75
5837	12/29/1984	99	19	3	NA	1.4	0	-11.6	NA	7	7	19
5838	12/30/1984	91	22	0	54	0	0.9	-11.6	NA	1.3	3	10.75
5839	12/31/1984	95	22	4	NA	2.2	0	-9.8	NA	0.7	1	16
5840	1/1/1985	93	26	3	NA	1.1	0.1	-12.5	NA	4	7	18.5
5841	1/2/1985	86	29	4	NA	1.8	0	-15.3	NA	9	12	31.25
5842	1/3/1985	82	33	5	NA	2.1	0	-16.9	NA	7.7	9	27
5843	1/4/1985	91	38	1	NA	0.3	2.7	-19.9	NA	5.7	7	31
5844	1/5/1985	83	39	0	NA	0	2.5	-20.7	NA	4.3	7	29
5845	1/6/1985	79	39	0	86.8	0	6	-20.3	NA	1.7	2	28
5846	1/7/1985	75	38	0	NA	0	7.6	-17.3	NA	2.3	3	27
5847	1/8/1985	58	38	0	NA	0	6.4	-16.5	NA	2.3	3	31
5848	1/9/1985	94	38	0	NA	0.2	0	-15.4	NA	4.3	6	29
5849	1/10/1985	89	38	5	NA	1.1	0	-14.8	NA	11	15	32.5
5850	1/11/1985	83	40	5	NA	2	0	-14.8	NA	5	6	17.75
5851	1/12/1985	75	41	0	NA	0.2	0	-16.2	NA	1	2	2.75
5852	1/13/1985	87	41	3	114	0.9	0	-12.6	NA	8.7	15	12.5
5853	1/14/1985	92	42	3	NA	1.4	0	-8.6	NA	12.7	14	14.25
5854	1/15/1985	100	43	0	NA	0	3.5	-6.8	NA	3.3	5	13.75
5855	1/16/1985	97	43	0	NA	0	3.8	-5.9	NA	5	7	13
5856	1/17/1985	61	34	0	NA	0	3.6	-8	NA	4.3	6	15.25
5857	1/18/1985	45	34	0	NA	0	7.3	-8.1	NA	6	7	30.5
5858	1/19/1985	77	34	2	NA	1.8	7.2	-8	NA	4.7	5	21
5859	1/20/1985	100	36	1	132	0.8	0	-5	NA	5	5	17.5
5860	1/21/1985	100	37	10	NA	13.3	0	-1.8	NA	9	10	20.5
5861	1/22/1985	100	41	4	NA	5.6	0	-1.6	NA	8	10	26.75
5862	1/23/1985	100	45	3	NA	4.1	0	-8.3	NA	11.3	15	25.5
5863	1/24/1985	100	48	6	NA	3.8	0	-7.3	NA	9.3	10	22
5864	1/25/1985	100	54	11	NA	5.3	0	-4.6	NA	7.7	11	19
5865	1/26/1985	97	55	1	NA	0.5	0.1	-9.1	NA	8.3	14	27.75
5866	1/27/1985	93	56	0	186	0	7.6	-9.8	NA	2	4	18.75
5867	1/28/1985	97	56	1	NA	0.4	3.6	-6.6	NA	3	4	15.75
5868	1/29/1985	100	57	15	NA	8.2	0	-3.1	NA	12.7	18	27.75
5869	1/30/1985	100	71	13	NA	6.2	0.6	-3.1	NA	4.3	6	25.75
5870	1/31/1985	100	75	10	NA	22	0	-2.4	NA	15.7	25	27.75
5871	2/1/1985	100	80	10	NA	12.2	0	-2.9	NA	25	25	34
5872	2/2/1985	97	85	15	NA	10.2	0	-11.8	NA	23.3	25	35.5
5873	2/3/1985	97	95	2	180	1	5.7	-11.8	NA	11	12	36
5874	2/4/1985	100	97	3	NA	2.1	0	-4.1	NA	12.3	15	31.5
5875	2/5/1985	100	99	5	NA	4.8	0	-3.5	NA	10.7	12	32.5
5876	2/6/1985	96	101	5	NA	4.1	0	-13.7	NA	15	18	33.5
5877	2/7/1985	96	105	2	NA	0.8	3.4	-14.4	NA	3	5	12.5
5878	2/8/1985	99	106	5	NA	3.1	0	-12.9	NA	3	5	24.5
5879	2/9/1985	94	110	0	NA	0	4.2	-18	NA	5.7	7	36
5880	2/10/1985	88	108	0	182.5	0	7.2	-19.5	NA	7	8	5.5
5881	2/11/1985	69	105	0	NA	0	8.6	-14.8	NA	5.3	7	9
5882	2/12/1985	69	103	0	NA	0	8.6	-11.3	NA	4.7	5	9
5883	2/13/1985	85	103	0	NA	0	5.5	-12.3	NA	4.3	5	16.25
5884	2/14/1985	92	103	0	NA	0	0.9	-18.4	NA	15.3	20	31.75
5885	2/15/1985	87	103	10	NA	6.8	5.5	-13.9	NA	8	8	29
5886	2/16/1985	97	110	5	NA	3.2	0.8	-14.3	NA	10.7	14	34.75
5887	2/17/1985	95	112	5	183	2.2	0	-15.9	NA	15	18	36
5888	2/18/1985	96	115	5	NA	2.6	0	-16	NA	16.3	18	34.75
5889	2/19/1985	98	117	0	NA	0	7.4	-14.1	NA	10.7	12	32.25
5890	2/20/1985	100	117	5	NA	4.2	0	-9.9	NA	8	10	29
5891	2/21/1985	99	120	0	NA	0	0	-12.6	NA	10.3	15	34.75
5892	2/22/1985	99	120	5	NA	2.4	8.3	-10.2	NA	6.7	10	35
5893	2/23/1985	100	125	3	NA	5.8	0	-2.8	NA	11.3	12	31.75
5894	2/24/1985	89	120	0	190	0	3.7	0.3	NA	4.7	10	34.75
5895	2/25/1985	48	115	0	NA	0	5	1.6	NA	4.7	12	15.5
5896	2/26/1985	67	110	0	NA	0	1.9	-2.3	NA	0	0	0
5897	2/27/1985	75	102	0	NA	0	6.3	-0.3	NA	6	8	31
5898	2/28/1985	95	100	0	NA	0	1.1	-1.8	NA	3.7	5	27
5899	3/1/1985	100	95	5	NA	2.3	0	-1.3	NA	3.7	6	23.25
5900	3/2/1985	100	99	3	NA	1.2	0	-2.9	NA	4.3	8	32.25
5901	3/3/1985	83	100	0	386	0	8.9	-2.5	NA	1.7	2	15.5
5902	3/4/1985	76	98	0	NA	0	5.5	-1.7	NA	2	3	15.75
5903	3/5/1985	94	96	0	NA	0	0	-0.2	NA	2	3	19
5904	3/6/1985	80	95	0	NA	0	0.3	-1.8	NA	3	5	28.75
5905	3/7/1985	100	95	1	NA	0.7	0	-5	NA	5	8	31
5906	3/8/1985	100	95	1	NA	0.8	0	-8.1	NA	3.7	4	8.25
5907	3/9/1985	100	95	0	NA	0	0	-9.6	NA	4	5	17.5
5908	3/10/1985	82	95	0	388	0	6.6	-7.6	NA	4.3	7	18
5909	3/11/1985	55	95	0	NA	0	10.5	1	NA	3	4	13.5
5910	3/12/1985	61	90	0	NA	0	6.5	-3	NA	3.3	4	15.5
5911	3/13/1985	100	88	1	NA	1	0	-3.7	NA	3.7	4	23.25
5912	3/14/1985	99	89	2	NA	4	0.3	-6	NA	4.3	6	25.5
5913	3/15/1985	92	91	0	NA	0.3	5.7	-5.3	NA	6	7	15
5914	3/16/1985	100	90	3	NA	9.6	0	-5	NA	7	9	11.5
5915	3/17/1985	100	93	2	355	1.5	0	-6.2	NA	15	27	14
5916	3/18/1985	97	95	0	NA	0	6.6	-3.1	NA	1	2	9.75
5917	3/19/1985	95	90	2	NA	2.2	0	-1.4	NA	4	5	13.75
5918	3/20/1985	100	92	0	NA	0	0	-1.8	NA	12	13	13
5919	3/21/1985	100	92	0	NA	0	0	0.5	NA	12	14	13
5920	3/22/1985	92	90	1	NA	0.6	0	-1.3	NA	4.3	7	21.25
5921	3/23/1985	93	90	0	NA	0	5.9	-1.1	NA	3	5	25
5922	3/24/1985	87	89	0	46.6	0	4.6	-1.1	NA	4	5	19
5923	3/25/1985	92	88	0	NA	0.8	0.9	0.3	NA	7	8	20.5
5924	3/26/1985	100	86	3	NA	1.3	0	-0.3	NA	9.3	10	23.5
5925	3/27/1985	96	86	5	NA	1.6	0	-8.1	NA	12	13	29
5926	3/28/1985	97	89	15	NA	5.4	0	-5.2	NA	9.7	12	25.5
5927	3/29/1985	99	102	0	NA	0.2	3.2	-1	NA	6	7	22.25
5928	3/30/1985	100	97	1	NA	9.8	1.9	1.7	NA	4.7	5	22.75
5929	3/31/1985	100	91	0	47	14.4	0	1.6	NA	5.3	8	25.25
5930	4/1/1985	95	87	0	NA	2.4	3.2	2.1	NA	5.7	12	25.75
5931	4/2/1985	87	78	0	NA	0	5.8	2.3	NA	5	10	27.5
5932	4/3/1985	78	73	0	NA	0	10.7	5.9	NA	2.3	3	18.5
5933	4/4/1985	50	68	0	NA	0	9.9	8.4	NA	2.3	3	27.25
5934	4/5/1985	89	62	0	NA	3.1	6.9	4.4	NA	5.3	6	26.5
5935	4/6/1985	97	58	0	NA	0.1	0	0.8	NA	6.7	9	23.5
5936	4/7/1985	90	56	0	28.6	0.1	0.3	2.2	NA	8	10	21
5937	4/8/1985	93	52	0	NA	0.6	0.6	1.3	NA	7	8	21.25
5938	4/9/1985	89	50	0	NA	0.5	6.8	0.1	NA	7	9	34
5939	4/10/1985	99	48	7	NA	2.8	0.6	-0.2	NA	8	9	22.5
5940	4/11/1985	100	55	0	NA	3	0	-0.5	NA	3	7	9
5941	4/12/1985	100	52	15	NA	23.1	0	-1.1	NA	6.7	10	25.75
5942	4/13/1985	100	65	15	NA	12.6	0	-1.6	NA	8.3	10	27
5943	4/14/1985	100	75	15	266	7.8	0	-1.8	NA	6.7	10	27
5944	4/15/1985	100	85	10	NA	6.4	0	-2.3	NA	10.7	12	34.75
5945	4/16/1985	100	85	0	NA	0	4.1	-1.1	NA	10	10	20
5946	4/17/1985	75	75	0	NA	0	11.5	1.1	NA	10	10	31
5947	4/18/1985	69	65	0	NA	0	11	2.6	NA	4	12	9
5948	4/19/1985	58	55	0	NA	0	11.8	5.3	NA	6	8	11.25
5949	4/20/1985	59	45	0	NA	0	12.7	7	NA	2	4	7.75
5950	4/21/1985	53	35	0	20.1	0	12.1	7.7	NA	2	4	12.25
5951	4/22/1985	87	35	2	NA	1.8	0	1.5	NA	5.3	8	31.25
5952	4/23/1985	100	35	3	NA	1.6	0	-6.8	NA	8	12	32.25
5953	4/24/1985	100	38	3	NA	2.2	0	-5.3	NA	6.7	8	29
5954	4/25/1985	97	40	2	NA	1.1	3.9	-6.7	NA	6.7	8	30.5
5955	4/26/1985	100	42	10	NA	6.6	0.6	-3.8	NA	3.3	5	23
5956	4/27/1985	100	48	15	NA	7.2	2.3	-4.9	NA	6	7	23.75
5957	4/28/1985	100	60	50	32.2	36.4	0.9	-5.1	NA	7.7	10	30
5958	4/29/1985	100	95	28	NA	16.2	0	-3.6	NA	15.7	20	31
5959	4/30/1985	100	98	10	NA	3.6	0	-2.3	NA	19.7	30	31.75
5960	5/1/1985	100	98	23	NA	11.2	0	-2.3	NA	4	5	23.25
5961	5/2/1985	100	110	12	NA	7.2	1.5	-2.9	NA	6.7	10	28.75
5962	5/3/1985	100	115	0	NA	0	7	-1.6	NA	3.3	5	21.25
5963	5/4/1985	83	110	0	NA	0	4.7	2.6	NA	3	4	17.5
5964	5/5/1985	84	95	0	324	0	7.6	7.3	NA	7.7	10	11
5965	5/6/1985	83	70	0	NA	7.8	3.9	7.6	NA	6.7	12	9
5966	5/7/1985	86	40	0	NA	0.5	5.8	4	NA	10.7	12	12.25
5967	5/8/1985	96	25	0	NA	8.3	3.8	3.2	NA	5	8	17.5
5968	5/9/1985	89	15	0	NA	0	5	5.5	NA	2	3	27
5969	5/10/1985	84	10	0	NA	0	5.2	7.5	NA	2	3	13.5
5970	5/11/1985	93	0	0	NA	0	6.9	9.6	NA	1.7	2	11
5971	5/12/1985	71	0	0	0	0	8.3	12.8	NA	6	7	14.5
5972	5/13/1985	69	0	0	NA	0	6.8	15.1	NA	7.3	10	18
5973	5/14/1985	80	0	0	NA	1.8	5.1	11.4	NA	4	5	29.5
5974	5/15/1985	97	0	0	NA	0	3	10.4	NA	3	4	34.25
5975	5/16/1985	100	0	0	NA	8.5	0	8.4	NA	4	5	10
5976	5/17/1985	74	0	0	NA	0	0	8.4	NA	4.3	5	3
5977	5/18/1985	72	0	0	NA	0	5.3	9.4	NA	2.7	3	6.5
5978	5/19/1985	64	0	0	0	0	4.5	9.1	NA	0.7	1	6.5
5979	5/20/1985	78	0	0	NA	8.1	0	6.4	NA	2.7	4	7.75
5980	5/21/1985	100	0	0	NA	6.4	0	6.5	NA	3.3	5	15.5
5981	5/22/1985	100	0	0	NA	0.9	0	3	NA	3.7	5	25.25
5982	5/23/1985	93	0	0	NA	0	0.5	5.2	NA	2.7	3	23.75
5983	5/24/1985	70	0	0	NA	0	6.8	11	NA	1.3	2	26.75
5984	5/25/1985	69	0	0	NA	0	13.5	13.4	NA	6.7	10	14.75
5985	5/26/1985	69	0	0	0	0	13.5	13.3	NA	9.3	10	13
5986	5/27/1985	62	0	0	NA	0	12.7	14.3	NA	4.3	6	15.25
5987	5/28/1985	71	0	0	NA	22.6	10.6	12.6	NA	6.3	10	29.25
5988	5/29/1985	99	0	0	NA	9.5	4.8	7.3	NA	5.7	8	34.75
5989	5/30/1985	100	0	0	NA	11.6	0	9	NA	10	15	36
5990	9/30/1985	75	0	0	NA	0	10.5	9.6	NA	1.3	2	11
5991	10/1/1985	87	0	0	NA	9.4	8.9	12.1	NA	2	2	22.25
5992	10/2/1985	87	0	0	NA	0	8.1	12.5	NA	2	4	11.25
5993	10/3/1985	53	0	0	NA	0	10.2	13.7	NA	2	2	16.5
5994	10/4/1985	81	0	0	NA	0	8.5	12.5	NA	1.7	3	13
5995	10/5/1985	90	0	0	NA	0	6.3	11.1	NA	1.7	3	25.75
5996	10/6/1985	90	0	0	0	0	4.3	9.7	NA	2.7	3	16.5
5997	10/7/1985	97	0	0	NA	0	1.1	6	NA	3.3	4	25.25
5998	10/8/1985	90	0	0	NA	2.4	3.9	2.9	NA	3	4	19.75
5999	10/9/1985	95	0	0	NA	14.9	0	3.1	NA	5.7	7	30
6000	10/10/1985	100	0	0	NA	2.5	0	7	NA	6.3	8	29
6001	10/11/1985	83	0	0	NA	0	9.7	1.5	NA	9	10	32
6002	10/12/1985	89	0	0	NA	0.4	6.2	-0.5	NA	8.3	10	34
6003	10/13/1985	100	0	0	0	14.8	0	1.9	NA	6	8	32.75
6004	10/14/1985	100	0	0	NA	0	0	1.4	NA	6.7	8	35
6005	10/15/1985	84	0	0	NA	0.1	7.9	2.1	NA	3.3	4	35
6006	10/16/1985	100	0	0	NA	0.4	0	3.4	NA	2.3	4	35
6007	10/17/1985	100	0	0	NA	2.1	0	2.2	NA	4	7	30
6008	10/18/1985	100	0	0	NA	2.3	0	0.2	NA	7	8	36
6009	10/19/1985	86	0	0	NA	0	5.1	0.3	NA	1	1	27.25
6010	10/20/1985	67	0	0	0	0	9.4	1.4	NA	0.3	1	4.5
6011	10/21/1985	85	0	0	NA	0	4.5	1.7	NA	4.7	11	7.75
6012	10/22/1985	58	0	0	NA	0	8.6	2.1	NA	7.3	10	4.75
6013	10/23/1985	63	0	0	NA	0	8.8	2.3	NA	1.7	3	8.5
6014	10/24/1985	52	0	0	NA	0	9.4	7.8	NA	3.3	4	10.75
6015	10/25/1985	42	0	0	NA	0	9.4	8.9	NA	2.3	3	16
6016	10/26/1985	53	0	0	NA	0	9.1	5.4	NA	2	3	25.75
6017	10/27/1985	60	0	0	0	0	8.9	3	NA	6.3	8	31
6018	10/28/1985	91	0	0	NA	0	6.4	-2.3	NA	2.7	4	18.5
6019	10/29/1985	100	0	0	NA	0	6.3	0.4	NA	2	3	12.5
6020	10/30/1985	83	0	0	NA	0	2.1	1.3	NA	4	5	27.5
6021	10/31/1985	91	0	0	NA	5.5	0	-1.4	NA	4.7	6	24.5
6022	11/1/1985	100	0	3	NA	7	0	-2.2	NA	5	5	22
6023	11/2/1985	100	3	0	NA	0	0	-3.9	NA	3	6	13.5
6024	11/3/1985	100	3	0	NA	0	6.2	-2.1	NA	4.7	8	20
6025	11/4/1985	100	3	0	NA	39.5	0	1.1	NA	10.3	12	18
6026	11/5/1985	100	0	3	NA	2.7	0	-3.6	NA	8	8	26.5
6027	11/6/1985	100	3	7	NA	11.8	0	-2.2	NA	6.7	8	24.75
6028	11/7/1985	100	10	0	NA	0	0	-0.9	NA	5	7	20.25
6029	11/8/1985	100	5	0	NA	10.1	0	3.7	NA	8.3	10	18
6030	11/9/1985	100	0	2	NA	21.1	0	0.3	NA	14	15	22
6031	11/10/1985	100	2	2	NA	0.6	0	-5.8	NA	16	18	27
6032	11/11/1985	100	3	0	NA	0	0	-6.1	NA	6	8	27
6033	11/12/1985	100	3	5	NA	2.8	0	-6	NA	2.3	3	25.75
6034	11/13/1985	100	7	26	NA	11.1	0	-5.3	NA	8.3	10	36
6035	11/14/1985	100	30	2	NA	1.8	0	-7.1	NA	7.7	15	31.75
6036	11/15/1985	100	30	0	NA	0	0	-9.1	NA	0.7	2	7.75
6037	11/16/1985	97	28	0	NA	0.4	8.1	-9.6	NA	2.3	5	6.5
6038	11/17/1985	100	25	8	30	3.2	0	-11.9	NA	5.7	8	12
6039	11/18/1985	100	30	7	NA	5.4	0	-7.4	NA	4	6	13
6040	11/19/1985	100	33	8	NA	6.4	0	-2	NA	5.7	7	12
6041	11/20/1985	100	35	20	NA	11.4	0	-4.1	NA	4.3	6	13
6042	11/21/1985	100	45	5	NA	2.6	0	-4.7	NA	4	5	14.25
6043	11/22/1985	100	50	0	NA	0	0	-1.9	NA	2.3	4	14.25
6044	11/23/1985	94	45	0	NA	0	6.1	-3.5	NA	4.3	6	20.75
6045	11/24/1985	100	45	1	70	1.2	0	-8.8	NA	7.3	8	36
6046	11/25/1985	100	46	1	NA	1	0	-10	NA	2.7	5	26
6047	11/26/1985	99	40	1	NA	0.9	0	-10.7	NA	3	5	19
6048	11/27/1985	100	41	25	NA	7	0	-9.4	NA	7	8	18
6049	11/28/1985	100	66	5	NA	1.4	0	-9	NA	8	10	22.5
6050	11/29/1985	100	66	0	NA	0	0	-7.4	NA	3	4	26
6051	11/30/1985	100	60	0	NA	0	3.5	-3.1	NA	4	5	29.25
6052	12/1/1985	100	45	0	74	1.4	0	3.5	NA	8.7	10	27
6053	12/2/1985	86	20	0	NA	0.8	6.8	5.4	NA	7.3	10	25.25
6054	12/3/1985	97	10	0	NA	1.1	0	3.6	NA	7.3	10	24.5
6055	12/4/1985	57	5	0	NA	0	6	5.9	NA	5.3	7	20.25
6056	12/5/1985	97	0	0	NA	0.3	0	-1.5	NA	10.7	12	25.75
6057	12/6/1985	100	0	5	NA	14.3	0	-0.6	NA	8.3	11	23.25
6058	12/7/1985	100	5	0	NA	0.9	0	1.2	NA	4	6	22.5
