	date	ranking	season	locality	exposure	day	month	year	cadastr_number	cadastr_letter	A	A-A	B	C	D	E	F	G	H	J	K	Kmax	L	M	Mmax	N	O	notes	event	event_text
19023	03.02.2010	1093	09.X	LD	SV	3	2	2010	33	NA	2		2	1	7	1	4	1	4	1	0.7	NA	80	30	NA	740	0.6	lavina ve spodní části polámala porost	1	Aval
19066	17.03.2010	1094	09.X	OD	JV	17	3	2010	3	NA	2		2	1	7	1	4	1	4	1	1.2	NA	300	80	NA	850	1	lavina polámala porosty, výška lavinového nánosu 1 - 2,5 m	1	Aval
19067	17.03.2010	1095	09.X	OD	JV	17	3	2010	6	B	5		2	1	2	1	4	1	4	1	0.8	NA	40	10	NA	430	0.7	lavina očesala porost	1	Aval
19068	17.03.2010	1096	09.X	OD	JV	17	3	2010	6	C	6		2	1	2	1	4	1	4	1	0.6	NA	30	15	NA	320	1.2	lavina očesala porost	1	Aval
19073	21.03.2010	1097	09.X	KJ	J	21	3	2010	35	NA	2		7	2	1	2	3	2	1	1	0.7	NA	210	120	NA	350	1.5	v horní části odtrh až na skálu	1	Aval
19075	22.03.2010	1098	09.X	KJ	JV	22	3	2010	37	NA	2		3	2	7	2	3	2	1	1	0.6	NA	120	60	NA	440	0.6	NA	1	Aval
19076	22.03.2010	1099	09.X	KJ	JV	22	3	2010	37	NA	2		3	2	7	2	3	2	1	1	0.6	NA	30	30	NA	350	0.4	pravá strana, v odpoledních hodinách	1	Aval
19734	08.01.2012	1100	11.XII	DD	SV	8	1	2012	16	A	2		2	1	2	7	4	1	2	1	1.3	NA	30	10	NA	420	2.5	sjela přes cestu a očesala porost	1	Aval
19735	08.01.2012	1101	11.XII	DD	SV	8	1	2012	16	B	6		4	2	1	2	3	2	3	1	0.4	NA	15	10	NA	270	NA	sjela přes cestu a očesala porost	1	Aval
19736	08.01.2012	1102	11.XII	DD	SV	8	1	2012	16	NA	2		2	1	2	7	4	1	1	1	0.3	NA	20	10	NA	350	0.5	u potoka polámala mladý porost, malá lavina	1	Aval
19737	08.01.2012	1103	11.XII	BL	SV	8	1	2012	18	NA	2		2	1	2	7	4	1	4	1	0.4	NA	60	30	NA	450	0.5	na chvíli pozastavila průtok Labe	1	Aval
19752	22.01.2012	1104	11.XII	BL	SV	22	1	2012	18	NA	2		2	1	2	1	4	1	1	1	0.8	NA	80	30	NA	450	2	sjela do Labe a zastavila průtok vody na cca 30 min	1	Aval
19753	22.01.2012	1105	11.XII	KJ	V	22	1	2012	37	A	2		2	1	7	7	4	1	1	1	2	NA	70	80	NA	450	1.5	sjela pod cestu a polámalá tyčové značení	1	Aval
19755	23.01.2012	1106	11.XII	LD	V	23	1	2012	30	NA	6		2	1	2	1	4	1	2	1	2	NA	100	20	NA	500	0.6	lavina ve spodní části očesala stromy	1	Aval
19756	23.01.2012	1107	11.XII	LD	SV	23	1	2012	33	NA	2		2	1	1	2	2	1	1	1	0.8	NA	100	40	NA	170	1.3	odtrh na Assmanově plošině pod skalami.	1	Aval
19760	26.01.2012	1108	11.XII	BL	SV	26	1	2012	18	NA	2		2	1	2	7	4	1	1	1	0.6	NA	50	30	NA	450	0.8	na chvíli pozastavila průtok Labe	1	Aval
19767	01.02.2012	1109	11.XII	LD	SV	1	2	2012	33	NA	2		8	1	1	2	7	1	1	1	0.6	NA	80	50	NA	230	1	zastavila se na Assmanově plošině	1	Aval
19777	10.02.2012	1110	11.XII	DD	JZ	10	2	2012	12	NA	2		2	1	2	1	4	1	4	1	1.3	NA	140	60	NA	620	2.3	NA	1	Aval
19778	10.02.2012	1111	11.XII	DD	JZ	10	2	2012	13	NA	2		2	1	2	1	4	1	4	1	1.7	NA	90	30	NA	1000	2	lavina polámala menší stromy	1	Aval
19779	10.02.2012	1112	11.XII	LD	SV	10	2	2012	33	NA	2		8	1	1	7	7	1	1	1	0.8	NA	75	35	NA	150	1	zastavila se pod Assmanovou plošinou	1	Aval
19785	15.02.2012	1113	11.XII	OD	JV	15	2	2012	6	NA	2		2	1	7	1	4	1	4	1	2	NA	130	110	NA	950	2.5	přejelá práh a skončila v půlce spodního svahu	1	Aval
19786	15.02.2012	1114	11.XII	LD	JV	15	2	2012	26	NA	2		2	1	2	1	4	1	4	1	2.5	NA	85	30	NA	700	2	lavina sjela přes most, který rozlámala a posunula o 30 m níže, polámané větve stromů do výšky až 10 m, několik stromů o průměru cca 30 cm "useknutých" při zemi	1	Aval
19788	16.02.2012	1115	11.XII	OD	J	16	2	2012	2	NA	2		2	1	2	1	4	1	4	1	2.5	NA	200	100	NA	1100	3.5	lavina polámala stromy o půměru 35 cm a očesala stromy do výšky 4 - 6 m (50-ti letá lavina)	1	Aval
19789	16.02.2012	1116	11.XII	DD	J	16	2	2012	14	NA	2		2	1	2	1	4	1	4	1	0.8	NA	70	30	NA	800	1.5	lavina očesala stromy	1	Aval
19790	16.02.2012	1117	11.XII	KJ	JV	16	2	2012	37	NA	2		2	1	7	7	4	1	1	1	1.5	NA	85	40	NA	700	0.6	lavina sjela pod cestu a očesala porost	1	Aval
19792	17.02.2012	1118	11.XII	OD	JV	17	2	2012	6	A	2		2	1	2	1	4	1	4	1	1	NA	20	15	NA	650	1	v dojezdovém prostoru polámala drobnější porost	1	Aval
19793	17.02.2012	1119	11.XII	OD	JV	17	2	2012	6	B	2		2	1	2	1	4	1	4	1	1.5	NA	40	15	NA	800	1.5	v dojezdovém prostoru polámala drobnější porost	1	Aval
19794	17.02.2012	1120	11.XII	OD	JV	17	2	2012	6	C	2		2	1	2	1	4	1	1	1	0.7	NA	10	10	NA	450	0.4	v dojezdovém prostoru polámala drobnější porost	1	Aval
19797	19.02.2012	1121	11.XII	BL	SV	19	2	2012	18	NA	2		2	1	2	2	2	1	1	1	0.3	NA	45	30	NA	400	0.4	lavina sjela až do Labe	1	Aval
19811	03.03.2012	1122	11.XII	DD	J	3	3	2012	15	NA	2		3	7	2	2	2	7	4	1	0.7	NA	70	30	NA	440	0.7	splaz	1	Aval
19820	11.03.2012	1123	11.XII	LH	J	11	3	2012	40	NA	2		4	2	1	2	3	7	2	1	1.6	NA	85	80	NA	160	1.8	základová lavina u Richtrových bud	1	Aval
19826	16.03.2012	1124	11.XII	KJ	J	16	3	2012	35	NA	2		4	2	1	2	3	2	1	1	1.2	NA	70	70	NA	300	0.8	NA	1	Aval
19827	16.03.2012	1125	11.XII	KJ	JV	16	3	2012	37	NA	6		7	2	2	2	3	2	3	1	1.5	NA	70	70	NA	470	0.6	laviny vyjela vpravo od žlabu	1	Aval
19830	18.03.2012	1126	11.XII	LD	V	18	3	2012	28	NA	2		4	2	2	2	3	2	3	1	3	NA	45	30	NA	470	0.7	NA	1	Aval
19856	12.04.2012	1127	11.XII	KJ	V	12	4	2012	37	A	1		4	2	7	2	3	2	3	1	2	NA	30	25	NA	350	2	NA	1	Aval
19875	30.04.2012	1128	11.XII	OD	JV	30	4	2012	7	NA	2		4	2	2	2	3	2	3	1	3	NA	200	65	NA	550	4	NA	1	Aval
19877	01.05.2012	1129	11.XII	OD	V	1	5	2012	5	NA	2		4	2	7	2	3	2	3	1	0.7	NA	90	40	NA	375	1.2	NA	1	Aval
19884	07.05.2012	1130	11.XII	OD	V	7	5	2012	5	NA	2		4	2	7	2	3	2	3	1	0.6	NA	40	30	NA	290	0.5	NA	1	Aval
20104	12.12.2012	1131	XII.13	MD	J	12	12	2012	8	NA	2		4	1	1	2	2	1	1	2	0.8	NA	120	100	NA	250	1.4	lavinu uvolnili lyžaři	1	Aval
20138	14.01.2013	1132	XII.13	LD	V	14	1	2013	28	NA	5		2	1	2	7	4	1	1	1	0.8	NA	50	35	NA	400	0.6	NA	1	Aval
20139	14.01.2013	1133	XII.13	LD	V	14	1	2013	29	NA	6		2	1	2	7	4	1	1	1	1.2	NA	60	45	NA	350	0.9	NA	1	Aval
20140	14.01.2013	1134	XII.13	LD	V	14	1	2013	30	NA	5		2	1	2	1	4	1	1	1	1.5	NA	40	20	NA	380	0.8	v dolní části se lavina rozptýlila	1	Aval
20141	14.01.2013	1135	XII.13	LD	SV	14	1	2013	32	NA	2		2	1	7	2	4	1	1	1	0.8	NA	60	70	NA	230	0.8	zastavila se na Assmanově plošině	1	Aval
20163	04.02.2013	1136	XII.13	OD	JV	4	2	2013	6	B	2		8	1	2	1	4	1	4	1	1.1	NA	70	10	NA	380	1	NA	1	Aval
20165	05.02.2013	1137	XII.13	OD	J	5	2	2013	1	NA	2		2	1	2	7	4	1	1	1	0.5	NA	15	12	NA	480	0.7	zastavila se nad cestou	1	Aval
20166	05.02.2013	1138	XII.13	OD	V	5	2	2013	4	NA	5		2	1	1	2	4	1	1	1	0.9	NA	70	70	NA	450	1	malá lavina	1	Aval
20186	24.02.2013	1139	XII.13	OD	JV	24	2	2013	6	B	2		1	1	2	1	4	1	1	1	0.3	NA	30	10	NA	300	0.2	NA	1	Aval
20207	16.03.2013	1140	XII.13	DD	JZ	16	3	2013	11	NA	2		8	1	2	2	3	7	1	2	0.3	NA	70	20	NA	380	1	uvolněná lyžařem, sjela do potoka	1	Aval
20476	09.12.2013	1141	13/14	OD	JV	9	12	2013	3	NA	2		2	1	7	1	4	1	4	1	0.7	NA	220	60	120	790	1.8	levá strana	1	Aval
20477	09.12.2013	1142	13/14	KJ	JV	9	12	2013	36	A	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pouze splazy	1	Aval
20478	09.12.2013	1143	13/14	KJ	JV	9	12	2013	36	B	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pouze splazy	1	Aval
20479	09.12.2013	1144	13/14	KJ	JV	9	12	2013	36	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pouze splazy	1	Aval
20481	10.12.2013	1145	13/14	OD	JV	10	12	2013	3	NA	2		2	7	7	2	7	7	4	1	0.7	NA	180	60	NA	300	1.8	levá strana, lavina z mokrého sněhu	1	Aval
20870	02.01.2015	1146	14/15	LH	JV	2	1	2015	39	NA	2		1	1	1	2	4	1	1	2	0.3	NA	50	40	NA	130	0.5	vyjeli všechny dráhy	1	Aval
20879	10.01.2015	1147	14/15	KJ	JV	10	1	2015	37	NA	6		4	2	2	2	3	2	2	1	0.4	NA	50	40	NA	530	0.3	základová lavina, po oteplení	1	Aval
20882	12.01.2015	1148	14/15	KJ	JV	12	1	2015	37	NA	2		2	1	2	2	4	1	1	1	0.4	NA	40	35	NA	330	0.5	nový sníh	1	Aval
20899	28.01.2015	1149	14/15	LD	SV	28	1	2015	32	NA	2		3	1	1	2	4	1	1	2	0.4	NA	80	70	NA	100	0.4	uvolněna při zatížení členy HS	1	Aval
20901	29.01.2015	1150	14/15	KJ	JV	29	1	2015	37	NA	2		2	1	2	2	4	1	1	1	0.7	NA	50	60	NA	440	0.4	NA	1	Aval
20904	31.01.2015	1151	14/15	LD	SV	31	1	2015	32	NA	2		1	1	2	2	2	1	1	2	0.7	NA	60	10	NA	270	0.5	při zatížení členy HS, celá šířka hrany	1	Aval
20905	31.01.2015	1152	14/15	KJ	V	31	1	2015	37	A	2		8	1	7	2	4	1	1	2	0.4	NA	60	60	NA	120	0.4	při zatížšní HS	1	Aval
20911	05.02.2015	1153	14/15	OD	JV	5	2	2015	7	NA	6		2	1	2	1	4	1	1	2	0.7	NA	160	150	NA	330	1.2	zasypáni dva skiaplinisté, jeden nehodu nepřežil	1	Aval
20914	07.02.2015	1154	14/15	DD	JZ	7	2	2015	12	NA	3		3	1	2	2	2	7	1	1	1.4	NA	360	30	NA	860	2.3	odrth celé šířky	1	Aval
20917	09.02.2015	1155	14/15	KJ	JV	9	2	2015	37	NA	2		2	1	2	2	2	1	1	1	1.2	NA	55	50	NA	470	0.7	NA	1	Aval
20919	10.02.2015	1156	14/15	OD	JV	10	2	2015	3	NA	2		2	1	2	7	7	1	1	1	0.6	NA	130	20	NA	980	1.5	polámala asi 20 menších stromů nad dolním vodopádem	1	Aval
20920	10.02.2015	1157	14/15	MD	J	10	2	2015	8	NA	2		1	1	7	2	2	1	1	2	1.6	NA	500	100	NA	1100	3	výška odtrhu 50 - 240 cm	1	Aval
20921	10.02.2015	1158	14/15	KJ	JV	10	2	2015	37	NA	4		2	1	7	2	1	1	1	1	0.7	NA	80	60	NA	460	0.9	část laviny do Ostřicovy rokle	1	Aval
20923	11.02.2015	1159	14/15	DD	JZ	11	2	2015	11	A	2		8	1	2	2	7	1	1	1	0.4	NA	150	50	NA	650	3	odtrhy lavin spojené v jeden celek (jeden odtrh)	1	Aval
20924	11.02.2015	1160	14/15	DD	JZ	11	2	2015	11	C	2		8	1	2	2	7	1	1	1	0.5	NA	110	30	NA	450	2.5	odtrhy lavin spojené v jeden celek (jeden odtrh)	1	Aval
20925	11.02.2015	1161	14/15	DD	JZ	11	2	2015	11	NA	2		8	1	2	2	7	1	1	1	0.6	NA	220	40	NA	900	4	odtrhy lavin spojené v jeden celek (jeden odtrh)	1	Aval
20926	11.02.2015	1162	14/15	DD	JZ	11	2	2015	13	NA	2		8	1	2	2	3	1	1	1	1.2	NA	360	30	NA	940	2.9	NA	1	Aval
20952	08.03.2015	1163	14/15	LD	SV	8	3	2015	32	NA	2		8	7	1	2	7	7	1	1	1	NA	200	170	NA	150	1	odtrh nad ledy, celá šířka svahu	1	Aval
20985	09.04.2015	1164	14/15	LD	V	9	4	2015	28	NA	6		8	7	2	2	3	7	1	1	0.4	NA	25	20	NA	270	0.8	NA	1	Aval
20986	09.04.2015	1165	14/15	KJ	JV	9	4	2015	37	NA	6		8	7	2	2	3	7	1	1	0.3	NA	10	8	NA	310	0.3	NA	1	Aval
20990	12.04.2015	1166	14/15	OD	V	12	4	2015	5	NA	2		4	2	1	2	2	2	2	1	0.6	NA	55	55	NA	290	0.6	skály ve střední části	1	Aval
20991	12.04.2015	1167	14/15	OD	V	12	4	2015	5	NA	2		4	2	1	2	2	2	2	1	0.5	NA	45	45	NA	150	0.6	skály v pravé části	1	Aval
20996	16.04.2015	1168	14/15	OD	V	16	4	2015	4	NA	1		4	2	2	2	3	2	2	1	0.5	NA	15	15	NA	360	0.6	NA	1	Aval
21272	16.01.2016	1169	15/16	KJ	JV	16	1	2016	36	NA	3		2	1	7	2	3	1	1	1	0.3	NA	15	30	NA	450	0.5	NA	1	Aval
21273	16.01.2016	1170	15/16	KJ	JV	16	1	2016	37	NA	2		2	1	2	2	3	1	1	1	NA	NA	NA	20	NA	315	0.5	NA	1	Aval
21304	15.02.2016	1171	15/16	KJ	JV	15	2	2016	37	NA	4		2	1	7	2	2	1	1	2	NA	NA	NA	NA	NA	NA	NA	Dlouhý, Hamáček	1	Aval
21548	15.10.2016	1172	16/17	KJ	JV	15	10	2016	36	NA	2		7	7	2	2	3	7	2	1	0.4	NA	30	5	NA	250	0.8	NA	1	Aval
21638	12.01.2017	1173	16/17	KJ	JV	12	1	2017	37	NA	1		2	1	1	1	1	1	1	1	0.8	NA	NA	NA	NA	230	1	lavina z nového sněhu	1	Aval
21658	31.01.2017	1174	16/17	KJ	JV	31	1	2017	37	NA	1		2	1	7	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	Aval
21662	03.02.2017	1175	16/17	LD	V	3	2	2017	30	NA	1		1	2	2	2	3	2	1	1	0.6	NA	25	10	NA	180	0.6	v místě Hančova vodopádu, po výrazném oteplení a dešti	1	Aval
21676	16.02.2017	1176	16/17	KJ	JV	16	2	2017	37	NA	2		4	2	2	2	2	2	1	1	0.4	1.8	30	35	NA	425	1.8	NA	1	Aval
21720	31.03.2017	1177	16/17	KJ	J	31	3	2017	35	NA	2		4	2	2	2	2	2	2	1	1	NA	25	10	NA	405	0.8	NA	1	Aval
21721	31.03.2017	1178	16/17	KJ	V	31	3	2017	37	A	2		4	2	2	2	2	2	2	1	0.5	1.5	30	30	NA	380	1	NA	1	Aval
21959	23.11.2017	1179	17/18	OD	V	23	11	2017	5	NA	6		7	7	1	2	3	7	1	1	0.5	NA	25	25	NA	150	0.5	při oteplení	1	Aval
22017	19.01.2018	1180	17/18	DD	JZ	19	1	2018	9	NA	4		2	1	7	2	7	1	1	2	0.4	1.3	40	60	NA	170	1.5	v závěru Dlouhého dolu, pravděpodobně uměle vyvolaná (stopy po vykopávání)	1	Aval
22018	19.01.2018	1181	17/18	DD	JZ	19	1	2018	11	A	2		2	1	1	2	2	1	1	1	0.2	NA	60	60	NA	100	0.3	z hřebínku na Luční horu	1	Aval
22019	19.01.2018	1182	17/18	BL	SV	19	1	2018	18	NA	2		2	1	1	2	2	1	1	2	0.8	NA	120	90	NA	480	1.2	NA	1	Aval
22025	24.01.2018	1183	17/18	LD	SV	24	1	2018	32	NA	2		2	1	1	2	2	1	1	1	0.4	NA	50	50	NA	70	0.4	NA	1	Aval
22046	13.02.2018	1184	17/18	KJ	JV	13	2	2018	37	NA	2		2	1	2	2	4	1	1	2	0.3	NA	20	20	NA	100	0.4	NA	1	Aval
22056	22.02.2018	1185	17/18	DD	Z	22	2	2018	13	C	4		2	1	2	2	7	1	1	2	0.5	NA	35	20	NA	300	0.9	lavina uvolněna skibobistou, zasahovala HS a vrtulník IZS, zasypaný nehodu přežil	1	Aval
22074	11.03.2018	1186	17/18	LD	V	11	3	2018	30	NA	6		8	7	2	2	7	7	1	1	0.3	NA	40	20	NA	210	0.3	laviny z mokrého sněhu po oteplení a dešti	1	Aval
22075	11.03.2018	1187	17/18	LD	SV	11	3	2018	32	NA	6		8	7	2	2	7	7	1	1	0.4	NA	50	40	NA	100	0.4	laviny z mokrého sněhu po oteplení a dešti	1	Aval
22369	29.12.2018	1188	18/19	KJ	JV	29	12	2018	37	NA	6		1	2	2	2	3	2	1	1	NA	NA	NA	NA	NA	NA	0.5	nebyli rozpoznány parametry laviny v ordthové zóně (mlha)	1	Aval
22387	15.01.2019	1189	18/19	DD	J	15	1	2019	14	NA	2		2	1	2	1	4	1	4	1	0.7	NA	80	20	NA	850	1.5	lavina polámala stromy až o průměru 20 cm	1	Aval
22388	15.01.2019	1190	18/19	DD	J	15	1	2019	15	NA	2		2	1	2	1	4	1	4	1	0.7	NA	75	20	NA	770	1.4	lavina polámala stromy až o průměru 20 cm	1	Aval
22389	15.01.2019	1191	18/19	KJ	JV	15	1	2019	36	A	2		2	1	7	1	4	1	1	1	0.6	NA	140	110	NA	460	0.8	NA	1	Aval
22390	15.01.2019	1192	18/19	KJ	JV	15	1	2019	36	B	2		2	1	2	1	4	1	1	1	0.6	NA	80	25	NA	350	0.4	NA	1	Aval
22391	15.01.2019	1193	18/19	KJ	JV	15	1	2019	37	NA	6		2	1	7	1	4	1	4	1	0.6	NA	60	20	NA	890	0.5	Ve spodní části polámala stromy	1	Aval
22422	14.02.2019	1194	18/19	OD	J	14	2	2019	1	NA	1		8	7	2	2	3	2	1	1	0.4	NA	15	10	NA	660	0.7	NA	1	Aval
22426	17.02.2019	1195	18/19	BL	SV	17	2	2019	18	NA	2		3	7	1	2	7	7	1	1	0.9	NA	180	60	NA	425	1.8	lavina sjela do Bílého Labe	1	Aval
22427	17.02.2019	1196	18/19	LD	V	17	2	2019	30	NA	5		3	7	2	2	7	7	1	1	0.4	NA	40	20	NA	320	0.6	laviny z mokrého sněhu po oteplení a dešti	1	Aval
22428	17.02.2019	1197	18/19	LD	SV	17	2	2019	31	NA	5		3	7	2	2	7	7	1	1	0.4	NA	30	25	NA	325	0.4	laviny z mokrého sněhu po oteplení a dešti	1	Aval
22430	18.02.2019	1198	18/19	KJ	J	18	2	2019	35	NA	2		7	2	1	2	3	2	2	1	0.5	NA	60	60	NA	350	0.5	Harrachovy plotny + zasahuje do dráhy 36	1	Aval
22456	15.03.2019	1199	18/19	OD	JV	15	3	2019	3	NA	5		2	1	7	2	3	7	1	1	0.8	NA	120	60	NA	390	1.2	NA	1	Aval
22463	21.03.2019	1200	18/19	KJ	JV	21	3	2019	37	NA	2		3	2	7	2	3	2	1	1	1.2	NA	100	120	NA	440	1.6	lavina podezřelá na mechanické uvolnění, negativní	1	Aval
22473	30.03.2019	1201	18/19	KJ	J	30	3	2019	35	NA	2		4	2	1	2	3	2	3	1	0.4	NA	130	120	NA	290	0.4	NA	1	Aval
22479	04.04.2019	1202	18/19	KJ	JV	4	4	2019	37	NA	6		4	2	7	2	3	2	3	1	0.5	NA	30	50	NA	530	0.4	NA	1	Aval
22508	02.05.2019	1203	18/19	OD	V	2	5	2019	5	NA	2		7	2	7	2	3	2	2	1	0.7	NA	120	80	NA	380	1.2	NA	1	Aval
22783	31.01.2020	1204	19/20	KJ	JV	31	1	2020	36	A	1		3	2	2	2	3	2	1	1	0.6	NA	40	25	NA	300	1	mokrý sníh	1	Aval
22784	31.01.2020	1205	19/20	KJ	JV	31	1	2020	36	NA	1		3	2	2	2	3	2	1	1	0.6	NA	35	25	NA	370	0.5	mokrý sníh	1	Aval
22802	17.02.2020	1206	19/20	BL	S	17	2	2020	18	NA	2		2	1	1	2	2	1	1	1	0.6	NA	45	45	NA	450	0.4	NA	1	Aval
22803	17.02.2020	1207	19/20	BL	S	17	2	2020	18	NA	2		2	1	1	2	2	1	1	1	0.6	NA	50	50	NA	420	0.4	NA	1	Aval
22810	23.02.2020	1218	19/20	KJ	JV	23	2	2020	36	A	6		1	2	2	2	3	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	Aval
22811	23.02.2020	1219	19/20	KJ	JV	23	2	2020	37	NA	1		1	2	2	2	3	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	Aval
22812	23.02.2020	1220	19/20	KJ	JV	23	2	2020	37	NA	1		1	2	2	2	3	2	1	1	NA	NA	NA	NA	NA	NA	NA	kapraďový žlab	1	Aval
22818	28.02.2020	1208	19/20	BL	S	28	2	2020	23	A	4		2	1	1	2	1	1	1	1	0.9	NA	160	160	NA	30	1.2	Desková lavina na začátku potoka Čertovy strouhy. Bloky o velikosti 1 metr.	1	Aval
22819	28.02.2020	1209	19/20	DD	SV	28	2	2020	16	NA	2		2	1	1	2	7	1	1	2	0.5	NA	40	40	NA	60	0.9	uvolněna dvěma lyžaři	1	Aval
22826	05.03.2020	1210	19/20	BL	S	5	3	2020	18	NA	1		3	2	1	2	3	2	1	1	0.7	NA	40	35	NA	290	0.5	pád převeje, 1200 m. n. m. čelo laviny	1	Aval
22840	18.03.2020	1211	19/20	KJ	JV	18	3	2020	37	NA	6		3	2	2	2	3	2	1	1	0.6	NA	50	20	NA	310	0.5	pravý žlab	1	Aval
22841	18.03.2020	1212	19/20	KJ	JV	18	3	2020	37	NA	6		3	2	2	2	3	2	1	1	0.4	NA	45	40	NA	265	0.3	hlavní žlab	1	Aval
22873	18.04.2020	1213	19/20	OD	V	18	4	2020	5	NA	2		7	7	1	2	7	7	2	1	0.4	NA	30	30	NA	90	0.3	malý splaz	1	Aval
22882	26.04.2020	1214	19/20	OD	V	26	4	2020	5	NA	6		7	7	2	2	7	7	2	1	0.3	NA	20	20	NA	305	0.4	malý splaz	1	Aval
22896	09.05.2020	1215	19/20	OD	V	9	5	2020	5	NA	6		7	7	2	2	7	7	2	1	0.2	NA	25	25	NA	110	0.3	malý splaz	1	Aval
22903	15.05.2020	1216	19/20	OD	V	15	5	2020	5	NA	6		7	7	1	2	7	7	2	1	0.5	NA	50	50	NA	185	0.5	větší splaz	1	Aval
