date	Hprum	SCE	SNO	SVH	SRA	SSV	Tprum	T05prum	Fprum	Fmax	Dprum
23.02.2016	99.6666666666667	94	2	NA	2.1	NA	-4.04583333333333	NA	5.01666666666667	7.43333333333333	318.708333333333
24.02.2016	98.375	96	8	NA	6.9	NA	-6.275	NA	4.625	7.74583333333333	276.541666666667
25.02.2016	96.9583333333333	101	1	NA	0.7	NA	-7.23333333333333	NA	2.225	3.64583333333333	253.125
26.02.2016	96.25	101	0	NA	1.3	NA	-7.97916666666667	NA	2.3	4.025	237.333333333333
27.02.2016	94.7083333333333	100	0	NA	0	NA	-7.3125	NA	3.375	6.75	132.291666666667
28.02.2016	93.2083333333333	100	5	NA	3	NA	-3.0125	NA	1.45833333333333	2.94583333333333	145.625
29.02.2016	99.25	105	5	310	8.4	NA	-3.77083333333333	NA	2.91666666666667	6.48333333333333	84.375
01.03.2016	98.8333333333333	105	0	NA	0.4	NA	-4.72916666666667	NA	5.52916666666667	8.2875	264.833333333333
02.03.2016	99	105	8	NA	7.6	NA	-4.17083333333333	NA	2.91666666666667	5.425	187.25
03.03.2016	99.0416666666667	110	0	NA	2	NA	-4.40833333333333	NA	3.78333333333333	5.3875	327.041666666667
04.03.2016	98.8333333333333	108	0	NA	0	NA	-4.45416666666667	NA	2.59583333333333	4.61666666666667	178.166666666667
05.03.2016	99.6666666666667	105	3	NA	0	NA	-2.43333333333333	NA	1.27916666666667	3.175	114.5
06.03.2016	99.9166666666667	106	0	NA	7.2	NA	-2.90416666666667	NA	3.59583333333333	6.79583333333333	186.708333333333
07.03.2016	98.9166666666667	105	0	325	0.1	NA	-4.58333333333333	NA	2.47916666666667	4.4125	169.708333333333
08.03.2016	98.4583333333333	105	15	NA	4.7	NA	-5.24166666666667	NA	6.42916666666667	8.7125	252.958333333333
09.03.2016	98.125	120	0	NA	0	NA	-5.12916666666667	NA	2.14166666666667	3.69166666666667	175
10.03.2016	99.875	118	0	NA	0	NA	-2.34166666666667	NA	1.2625	3.3125	123.333333333333
11.03.2016	100	113	0	NA	0	NA	-3.59583333333333	NA	6.18333333333333	8.725	26.75
12.03.2016	100	112	0	NA	0.3	NA	-3.64583333333333	NA	4.96666666666667	8.0125	23.0416666666667
13.03.2016	99.0416666666667	112	0	NA	0.3	NA	-4.4	NA	4.13333333333333	8.45833333333333	46
14.03.2016	98.3333333333333	110	10	340	0	NA	-4.675	NA	4.08333333333333	6.73333333333333	182.5
15.03.2016	97.9583333333333	120	0	NA	9.2	NA	-5.40416666666667	NA	5.3625	10.4958333333333	172.875
16.03.2016	98.4583333333333	120	0	NA	0.9	NA	-4.64583333333333	NA	3.17916666666667	6.1875	106.416666666667
17.03.2016	95.875	118	0	NA	0	NA	-2.52083333333333	NA	1.45416666666667	2.625	243.708333333333
18.03.2016	71.5	118	0	NA	0	NA	-1.28333333333333	NA	5.5125	7.7625	292.208333333333
19.03.2016	98.7916666666667	115	0	NA	0.9	NA	-3.225	NA	3.0875	4.6375	311.916666666667
20.03.2016	99.4166666666667	112	0	NA	1.2	NA	-3.92083333333333	NA	5.9625	9.21666666666667	266.083333333333
21.03.2016	99.9166666666667	112	5	360	4.9	NA	-2.83333333333333	NA	5.3	8.80833333333334	278.875
22.03.2016	99.75	117	0	NA	6.2	NA	-3.28333333333333	NA	5.59583333333333	8.65416666666667	292.083333333333
23.03.2016	99.7083333333333	117	2	NA	2.3	NA	-2.7875	NA	3.65	5.62083333333333	313.791666666667
24.03.2016	98.5833333333333	119	0	NA	0.6	NA	-4.2125	NA	4.73333333333333	7.10416666666667	314.25
25.03.2016	99.2916666666667	119	0	NA	2.8	NA	-2.63333333333333	NA	1.775	3.41666666666667	235.75
26.03.2016	99.4583333333333	119	0	NA	0.8	NA	-1.14583333333333	NA	4.825	6.80833333333333	297.583333333333
27.03.2016	82.625	114.791666666667	0	NA	0	NA	1.225	NA	1.34583333333333	2.99166666666667	143.833333333333
28.03.2016	91.2083333333333	109.791666666667	0	NA	1.6	NA	1.91666666666667	NA	3.89166666666667	6.95833333333333	187.166666666667
29.03.2016	95.25	105	0	NA	5.2	NA	-0.616666666666667	NA	3.47083333333333	7.3375	225.208333333333
30.03.2016	96.9583333333333	105	0	NA	3.8	NA	0.320833333333333	NA	3.11666666666667	6.19583333333333	207.875
31.03.2016	95.7916666666667	104.875	0	NA	1.8	NA	2.99166666666667	NA	1.5625	3.40416666666667	204
01.04.2016	94	102	0	NA	4.3	NA	-2.80833333333333	NA	5.03333333333333	8.2125	109.125
02.04.2016	36.375	101.708333333333	0	NA	0	NA	1.7625	NA	2.56666666666667	5.12083333333333	159.416666666667
03.04.2016	57.25	95	0	NA	0	NA	7.55833333333333	NA	0.8375	2.01666666666667	153.375
04.04.2016	50.2916666666667	95	0	NA	0	NA	10.2583333333333	NA	0.941666666666667	1.8625	258
05.04.2016	57.9166666666667	94.9583333333333	0	NA	0	NA	10.6333333333333	NA	1.50416666666667	2.95833333333333	210.375
06.04.2016	85.25	93.9166666666667	0	NA	3	NA	3.25	NA	3.4625	6.22916666666667	239.583333333333
07.04.2016	83.875	91.9166666666667	0	NA	0.2	NA	3.27083333333333	NA	2.37916666666667	5.25833333333333	213.375
08.04.2016	88.75	90	0.208333333333333	NA	1.3	NA	0.9875	NA	3.22916666666667	5.01666666666667	115.041666666667
09.04.2016	98.4166666666667	90.2083333333333	4.79166666666667	NA	6.4	NA	-0.925	NA	8.67083333333333	12.5666666666667	13.5833333333333
10.04.2016	100	95	0	NA	4	NA	-1.375	NA	5.4	8.4125	53.8333333333333
11.04.2016	97.125	94.8333333333333	0	NA	0	NA	3.275	NA	1.12083333333333	2.55416666666667	145.416666666667
12.04.2016	97.8333333333333	90.9583333333333	0	NA	0.3	NA	3.325	NA	1.64166666666667	2.7	254
13.04.2016	79.2916666666667	89.7916666666667	0	NA	2.1	NA	5.55	NA	1.4	2.80833333333333	212.5
14.04.2016	100	84.7916666666667	0	NA	6.4	NA	1.21666666666667	NA	4.7875	7.37083333333333	291.708333333333
15.04.2016	88.7083333333333	80	0	NA	8.3	NA	1.23333333333333	NA	3.26666666666667	6.27916666666667	211.375
16.04.2016	100	79.7916666666667	0	NA	5.2	NA	3.3375	NA	3.90416666666667	7.8	170.916666666667
17.04.2016	97.5833333333333	74.7916666666667	0	NA	4.1	NA	2.275	NA	3.42916666666667	6.075	248.791666666667
18.04.2016	82	69.9166666666667	0	NA	0	NA	-0.0416666666666667	NA	2.79166666666667	4.64166666666667	315.416666666667
19.04.2016	84.1666666666667	67.875	0	NA	0.1	NA	-0.695833333333333	NA	4.59583333333333	7.87916666666667	285.583333333333
20.04.2016	87.7916666666667	65	0	NA	0	NA	-1.87083333333333	NA	5.9	8.775	314.666666666667
21.04.2016	68.625	64.7916666666667	0	NA	0	NA	2.52083333333333	NA	2.1625	3.65	257.833333333333
22.04.2016	62.7916666666667	60	0.208333333333333	NA	0	NA	1.07083333333333	NA	4.3875	6.7125	299.5
23.04.2016	77.8333333333333	60.2083333333333	4.91666666666667	NA	4.2	NA	-0.45	NA	2.80416666666667	4.50833333333333	261.5
24.04.2016	95.875	65	3	NA	2.7	NA	-5.26666666666667	NA	4.4	NA	295.666666666667
25.04.2016	84.9583333333333	65	3.375	NA	0.3	NA	-5.12916666666667	NA	2.87916666666667	5.1	243.458333333333
26.04.2016	98.2916666666667	65.5	11.5	NA	14.9	NA	-3.9625	NA	4.14583333333333	7.8875	171.083333333333
27.04.2016	97.2083333333333	76.9166666666667	0.208333333333333	NA	4.8	NA	-4.34583333333333	NA	3.08333333333333	6.4375	181.333333333333
28.04.2016	97.75	75	4.79166666666667	NA	1.6	NA	-3.30416666666667	NA	3.0375	5.7375	204.75
29.04.2016	70.625	74.7916666666667	0	NA	0	NA	-0.133333333333333	NA	1.6875	3.25416666666667	188.833333333333
30.04.2016	52.7916666666667	69.5833333333333	0	NA	0	NA	4.5875	NA	1.07083333333333	2.6375	167.333333333333
01.05.2016	74.2083333333333	59.7916666666667	0	NA	0	NA	4.1125	NA	3.88333333333333	6.825	70.0416666666667
02.05.2016	84.9166666666667	54.7916666666667	0	NA	0	NA	3.13333333333333	NA	2.8375	5.75833333333333	66.5416666666667
03.05.2016	86.6666666666667	49.7916666666667	0	NA	9.5	NA	4.02083333333333	NA	3.33333333333333	5.42916666666667	232.916666666667
04.05.2016	100	44.7916666666667	0	NA	23.2	NA	0.579166666666667	NA	7.87083333333333	11.1	287.916666666667
05.05.2016	79.5416666666667	39.7916666666667	0	NA	0	NA	4.82916666666667	NA	2.74583333333333	5.325	29.6666666666667
06.05.2016	57.0833333333333	34.5833333333333	0	NA	0	NA	8.35416666666667	NA	1.4375	3.96666666666667	123.083333333333
07.05.2016	57.9583333333333	24.7916666666667	0	NA	0	NA	8.27916666666667	NA	3.09166666666667	6.825	101.583333333333
08.05.2016	75.5416666666667	19.7916666666667	0	NA	0.1	NA	7.1	NA	4.22916666666667	8.34166666666667	89.4583333333333
09.05.2016	68.625	14.375	0	NA	0	NA	8.56666666666667	NA	3.30416666666667	6.71666666666667	91.4166666666667
10.05.2016	70.2083333333333	0	0	NA	0	NA	8.66666666666667	NA	2.15416666666667	4.57916666666667	142
11.05.2016	67.8333333333333	0	0	NA	0	NA	9.22083333333333	NA	2.53333333333333	5.425	114.541666666667
12.05.2016	65.875	0	0	NA	0	NA	9.77916666666667	NA	3.3375	6.32916666666667	91.75
13.05.2016	84.5833333333333	0	0	NA	8.8	NA	8.67083333333333	NA	4.12916666666667	7.825	161.333333333333
14.05.2016	83.875	0	0.0416666666666667	NA	3.3	NA	3.74583333333333	NA	5.89583333333333	9.35	320.791666666667
15.05.2016	99.125	0.0416666666666667	0.958333333333333	NA	2.9	NA	-2.03333333333333	NA	4.1	7.60833333333333	272.375
16.05.2016	97.0833333333333	0.958333333333333	0	NA	3.2	NA	-1.42916666666667	NA	3.57916666666667	6.36666666666667	276.541666666667
17.05.2016	97.625	0	0	NA	1.6	NA	-0.679166666666666	NA	3.6875	6.84583333333333	280.375
18.05.2016	78.7083333333333	0	0	NA	0.1	NA	4.10833333333333	NA	2.64166666666667	4.7	250.5
19.05.2016	66.6666666666667	0	0	NA	0	NA	6.40416666666667	NA	1.35	2.80833333333333	148.25
20.05.2016	69.7916666666667	0	0	NA	0.4	NA	8.44166666666667	NA	2.75	4.6375	284.291666666667
21.05.2016	70.125	0	0	NA	0	NA	9.10833333333333	NA	1.83333333333333	3.5	231
22.05.2016	60.5	0	0	NA	0	NA	12.9583333333333	NA	3.10833333333333	6.40416666666667	127.416666666667
23.05.2016	65.5	0	0	NA	0	NA	13.425	NA	3.45416666666667	7.17083333333333	140.5
24.05.2016	83.7916666666667	0	0	NA	0.2	NA	11.5	NA	2.94166666666667	5.1875	233.458333333333
25.05.2016	74.9166666666667	0	0	NA	0	NA	11.6583333333333	NA	2.07916666666667	3.87083333333333	237.5
26.05.2016	82.5	0	0	NA	0	NA	9.66666666666666	NA	1.30833333333333	2.84166666666667	250.166666666667
27.05.2016	76.625	0	0	NA	0.5	NA	10.8458333333333	NA	1.6375	3.36666666666667	184.291666666667
28.05.2016	79.4166666666667	0	0	NA	9	NA	12.0708333333333	NA	1.48333333333333	3.02916666666667	144.458333333333
29.05.2016	83.0833333333333	0	0	NA	0	NA	13.5625	NA	2.54583333333333	5.15416666666667	126.291666666667
30.05.2016	80.5416666666667	0	0	NA	1.3	NA	12.45	NA	3.53333333333333	7.09583333333333	159.125
31.05.2016	83	0	0	NA	19.8	NA	11.65	NA	1.60416666666667	3.3875	150.916666666667
01.06.2016	77.875	0	0	NA	4.7	NA	11.85	NA	1.80416666666667	3.32916666666667	188.541666666667
02.06.2016	84.75	0	0	NA	6.9	NA	10.525	NA	1.65416666666667	3.69583333333333	106.5
03.06.2016	96.4583333333333	0	0	NA	6.2	NA	9.54583333333333	NA	2.34166666666667	5.27916666666667	95.25
04.06.2016	76.2083333333333	0	0	NA	0	NA	11.6291666666667	NA	2.15833333333333	4.25416666666667	110.958333333333
05.06.2016	74.4583333333333	0	0	NA	9.9	NA	12.5916666666667	NA	2.02916666666667	4.29583333333333	77.75
06.06.2016	72.0833333333333	0	0	NA	0	NA	10.6875	NA	3.1125	5.67916666666667	116.125
07.06.2016	63.625	0	0	NA	0	NA	10.25	NA	1.37916666666667	3.45833333333333	164.708333333333
08.06.2016	69.0833333333333	0	0	NA	16.7	NA	11.6166666666667	NA	1.61666666666667	3.10833333333333	259.833333333333
09.06.2016	85.4583333333333	0	0	NA	0	NA	8.60833333333333	NA	3.70416666666667	5.85833333333333	250.291666666667
10.06.2016	76.5416666666667	0	0	NA	0.1	NA	8.475	NA	3.60416666666667	6.0375	281.708333333333
11.06.2016	80.8333333333333	0	0	NA	0.1	NA	7.8125	NA	2.075	3.55	268.083333333333
12.06.2016	78.7083333333333	0	0	NA	0.6	NA	9.125	NA	1.47916666666667	3.27083333333333	160.208333333333
13.06.2016	95.25	0	0	NA	14.4	NA	9.37083333333333	NA	2.19166666666667	4.56666666666667	202.791666666667
14.06.2016	85	0	0	NA	1.7	NA	9.47083333333333	NA	1.325	2.98333333333333	227.25
15.06.2016	91.5	0	0	NA	10.4	NA	8.57916666666667	NA	1.7125	3.72916666666667	212.791666666667
16.06.2016	84.1666666666667	0	0	NA	11.1	NA	11.3416666666667	NA	2.64166666666667	6	158.125
17.06.2016	100	0	0	NA	35	NA	9.0125	NA	3.6125	8.675	207.166666666667
18.06.2016	85.125	0	0	NA	0	NA	9.37083333333333	NA	2.3125	5.19583333333333	207.333333333333
19.06.2016	76.6666666666667	0	0	NA	5.8	NA	10.2416666666667	NA	2.175	4.4	166.833333333333
20.06.2016	99.5833333333333	0	0	NA	20.9	NA	8.98333333333333	NA	3.3875	5.78333333333333	247.208333333333
21.06.2016	95.125	0	0	NA	0.2	NA	9.68333333333334	NA	2.12916666666667	4.425	194.25
22.06.2016	76.7083333333333	0	0	NA	0	NA	13.7	NA	1.1375	2.47916666666667	223.583333333333
23.06.2016	61.0416666666667	0	0	NA	0	NA	18	NA	1.525	3.42916666666667	163.416666666667
24.06.2016	63.125	0	0	NA	0	NA	19.9041666666667	NA	1.85	3.85	141.666666666667
25.06.2016	75.2916666666667	0	0	NA	11.8	NA	18.4	NA	3.62916666666667	8.07916666666667	158.5
26.06.2016	88	0	0	NA	1.7	NA	11.375	NA	2.65416666666667	4.57916666666667	310.291666666667
27.06.2016	85.2083333333333	0	0	NA	10.1	NA	9.1125	NA	2.02916666666667	3.25	272.958333333333
28.06.2016	82.2083333333333	0	0	NA	2.2	NA	10.4291666666667	NA	1.95	3.61666666666667	252.458333333333
29.06.2016	83.8333333333333	0	0	NA	1.8	NA	12.3833333333333	NA	2.70416666666667	5.29166666666667	169.708333333333
30.06.2016	80.375	0	0	NA	0.9	NA	13.575	NA	1.875	4.0625	196.166666666667
01.07.2016	79.875	0	0	NA	0	NA	14.4291666666667	NA	2.52916666666667	5.16666666666667	177.625
02.07.2016	79.7083333333333	0	0	NA	3.8	NA	13.8916666666667	NA	2.97916666666667	5.825	223.75
03.07.2016	78.3333333333333	0	0	NA	1.1	NA	7.15833333333333	NA	3.26666666666667	5.52083333333333	288.416666666667
04.07.2016	71.9166666666667	0	0	NA	0	NA	8.72083333333333	NA	1.72916666666667	3.47916666666667	271.625
05.07.2016	78.25	0	0	NA	2.4	NA	11.0375	NA	2.72083333333333	5.11666666666667	207.416666666667
06.07.2016	85.875	0	0	NA	1.8	NA	6.68333333333333	NA	5.09166666666667	9.72916666666667	277.166666666667
07.07.2016	74.9583333333333	0	0	NA	0	NA	7.4375	NA	4.33333333333333	7.67916666666667	289.375
08.07.2016	68.375	0	0	NA	5.3	NA	11.6166666666667	NA	2.6875	5.12083333333333	211.375
09.07.2016	82.375	0	0	NA	1.3	NA	9.5875	NA	4.84166666666667	8.275	290
10.07.2016	68.625	0	0	NA	0	NA	14.8958333333333	NA	2.34166666666667	4.85833333333333	202.333333333333
11.07.2016	66.875	0	0	NA	1.8	NA	18.4208333333333	NA	2.47916666666667	5.4125	209.708333333333
12.07.2016	88.1666666666667	0	0	NA	9.5	NA	13.5291666666667	NA	1.72916666666667	3.9875	222.625
13.07.2016	85.2083333333333	0	0	NA	3	NA	11.8833333333333	NA	1.7125	3.3625	209.166666666667
14.07.2016	100	0	0	NA	74.7	NA	6.475	NA	8.07916666666667	13.1916666666667	317.125
15.07.2016	100	0	0	NA	9.8	NA	6.225	NA	5.05833333333333	8.88333333333333	289.041666666667
16.07.2016	84.3333333333333	0	0	NA	0	NA	7.83333333333333	NA	4.54166666666667	7.7	331.583333333333
17.07.2016	92	0	0	NA	15.6	NA	10.6416666666667	NA	4.25833333333333	6.85833333333333	326.791666666667
18.07.2016	90.375	0	0	NA	0.3	NA	10.2833333333333	NA	4.80833333333333	8.18333333333333	302.375
19.07.2016	89	0	0	NA	0	NA	11.675	NA	4.59583333333333	8.00833333333333	314
20.07.2016	83.2083333333333	0	0	NA	0.1	NA	12.3916666666667	NA	3.0875	5.08333333333333	247.583333333333
21.07.2016	76.7083333333333	0	0	NA	0.3	NA	15.0041666666667	NA	2.55833333333333	4.34583333333333	267.75
22.07.2016	75.9583333333333	0	0	NA	0	NA	15.0208333333333	NA	1.975	3.50833333333333	127.75
23.07.2016	71.6666666666667	0	0	NA	0	NA	15.7583333333333	NA	1.20833333333333	2.66666666666667	157.708333333333
24.07.2016	86.0416666666667	0	0	NA	4.3	NA	14.1833333333333	NA	0.666666666666667	1.5375	187.5
25.07.2016	78.1666666666667	0	0	NA	0.3	NA	15.0208333333333	NA	2.25	3.74166666666667	190.75
26.07.2016	83.9583333333333	0	0	NA	7.8	NA	15.2583333333333	NA	3.2875	5.40416666666667	139.75
27.07.2016	80.0416666666667	0	0	NA	9.4	NA	14.525	NA	1.69583333333333	3.05416666666667	215.625
28.07.2016	84.8333333333333	0	0	NA	6.9	NA	12.9083333333333	NA	2.03333333333333	3.5125	249.916666666667
29.07.2016	90.1666666666667	0	0	NA	4.1	NA	12.5583333333333	NA	1.67916666666667	3.86666666666667	216.458333333333
30.07.2016	80.5416666666667	0	0	NA	0.1	NA	13.9416666666667	NA	1.75	4.05833333333333	190.916666666667
31.07.2016	82.9166666666667	0	0	NA	4	NA	14.0166666666667	NA	1.6	3.5875	204.458333333333
01.08.2016	86.0416666666667	0	0	NA	0.9	NA	8.9	NA	4.2625	6.88333333333333	300
02.08.2016	82.8333333333333	0	0	NA	1.6	NA	9.3875	NA	2.3	5.0125	207.208333333333
03.08.2016	100	0	0	NA	9.1	NA	10.85	NA	2.26666666666667	5.05416666666667	188.458333333333
04.08.2016	83.7916666666667	0	0	NA	11.6	NA	15.5958333333333	NA	2.5	5.47916666666667	178.333333333333
05.08.2016	98.5833333333333	0	0	NA	11.4	NA	10.2458333333333	NA	4.9	8.35	273.208333333333
06.08.2016	87.7083333333333	0	0	NA	0.1	NA	9.8375	NA	4.12083333333333	6.9375	300.416666666667
07.08.2016	75.75	0	0	NA	0	NA	11.125	NA	3.24166666666667	5.9	272.875
08.08.2016	68.9583333333333	0	0	NA	0	NA	14.8458333333333	NA	2.29583333333333	5.1375	218.5
09.08.2016	90.125	0	0	NA	4.7	NA	9.15833333333333	NA	2.51666666666667	4.40833333333333	268.916666666667
10.08.2016	93.375	0	0	NA	3	NA	5.22916666666667	NA	2.2125	3.70416666666667	301.708333333333
11.08.2016	81.5416666666667	0	0	NA	0.3	NA	4.4875	NA	2.9625	4.8625	291.125
12.08.2016	89.6666666666667	0	0	NA	2	NA	6.7625	NA	1.63333333333333	3.72083333333333	196.958333333333
13.08.2016	93.4166666666667	0	0	NA	2.6	NA	11.9125	NA	2.32083333333333	4.8	247.208333333333
14.08.2016	85.375	0	0	NA	0	NA	11.5125	NA	3.4875	5.95416666666667	294.958333333333
15.08.2016	82.5833333333333	0	0	NA	0	NA	9.06666666666667	NA	3.0625	5.07083333333333	310.083333333333
16.08.2016	83.0833333333333	0	0	NA	0.1	NA	7.35833333333333	NA	2.95416666666667	4.65	261.25
17.08.2016	88.7916666666667	0	0	NA	0.1	NA	7.37083333333333	NA	1.64166666666667	3.325	102.708333333333
18.08.2016	70.0833333333333	0	0	NA	0	NA	10.0666666666667	NA	1.6625	3.60416666666667	220.041666666667
19.08.2016	57.0833333333333	0	0	NA	0	NA	12.725	NA	1.86666666666667	3.4125	229.708333333333
20.08.2016	80.7916666666667	0	0	NA	0.2	NA	14.0625	NA	2.1625	4.375	162.333333333333
21.08.2016	91.5833333333333	0	0	NA	31.7	NA	10.3041666666667	NA	2.76666666666667	4.83333333333333	265.666666666667
22.08.2016	86.7916666666667	0	0	NA	0	NA	9.39166666666667	NA	3.55833333333333	5.7	309.375
23.08.2016	89.1666666666667	0	0	NA	0.3	NA	11.4916666666667	NA	3.10416666666667	5.075	303.083333333333
24.08.2016	78.5833333333333	0	0	NA	0	NA	13.8	NA	1.8125	3.24166666666667	162.958333333333
25.08.2016	55.4166666666667	0	0	NA	0	NA	15.5416666666667	NA	1.36666666666667	2.7	182.291666666667
26.08.2016	66.8333333333333	0	0	NA	0	NA	14.9208333333333	NA	1.5125	3.80416666666667	135.208333333333
27.08.2016	62.6666666666667	0	0	NA	0	NA	16.6458333333333	NA	0.8375	2.24583333333333	186.458333333333
28.08.2016	73.7083333333333	0	0	NA	7	NA	16.5166666666667	NA	1.67083333333333	4.1125	154.083333333333
29.08.2016	80.0833333333333	0	0	NA	0	NA	13.0625	NA	3.0625	5.1625	297.541666666667
30.08.2016	82.8333333333333	0	0	NA	0	NA	8.32916666666667	NA	3.25	5.925	258.458333333333
31.08.2016	63.7083333333333	0	0	NA	0	NA	11.475	NA	1.32916666666667	2.86666666666667	190.125
01.09.2016	67	0	0	NA	0	NA	12.825	NA	1.75416666666667	3.26666666666667	271.875
02.09.2016	73.4166666666667	0	0	NA	0	NA	12.6	NA	2.10833333333333	3.46666666666667	273.666666666667
03.09.2016	75.4166666666667	0	0	NA	0	NA	13.0708333333333	NA	1.54583333333333	NA	231.541666666667
04.09.2016	84.625	0	0	NA	13.8	NA	11.9958333333333	NA	2.42083333333333	NA	211.875
05.09.2016	99.625	0	0	NA	35	NA	7.92083333333333	NA	4.17916666666667	8.3125	258.666666666667
06.09.2016	95.25	0	0	NA	0	NA	7.97916666666667	NA	4.09583333333333	7.1875	78.625
07.09.2016	77.75	0	0	NA	0	NA	14.2083333333333	NA	1.2875	2.70416666666667	173.25
08.09.2016	73.8333333333333	0	0	NA	0	NA	14.925	NA	2.49583333333333	NA	155.583333333333
09.09.2016	77.125	0	0	NA	0	NA	14.9541666666667	NA	1.73333333333333	3.06666666666667	240.083333333333
10.09.2016	76.125	0	0	NA	0	NA	15.5208333333333	NA	1.20416666666667	NA	163.291666666667
11.09.2016	66.2916666666667	0	0	NA	0	NA	16.3583333333333	NA	1.1	NA	144.208333333333
12.09.2016	63.2083333333333	0	0	NA	0	NA	16.8291666666667	NA	1.4125	3.03333333333333	179.083333333333
13.09.2016	60.9583333333333	0	0	NA	0	NA	15.925	NA	1.94583333333333	3.9375	125.166666666667
14.09.2016	64	0	0	NA	0	NA	14.2083333333333	NA	2.13333333333333	4.76666666666667	107.208333333333
15.09.2016	61.625	0	0	NA	0	NA	13.5708333333333	NA	1.92916666666667	3.79166666666667	176.291666666667
16.09.2016	84.9583333333333	0	0	NA	0	NA	14.3833333333333	NA	1.34583333333333	3.00833333333333	157
17.09.2016	91.6666666666667	0	0	NA	31.1	NA	12.7291666666667	NA	2.40416666666667	4.7375	79.9166666666667
18.09.2016	100	0	0	NA	8	NA	9.60416666666667	NA	1.69583333333333	3.7125	82.75
19.09.2016	99.0833333333333	0	0	NA	0.5	NA	5.67916666666667	NA	3.1	6.09166666666667	66.2083333333333
20.09.2016	83.1666666666667	0	0	NA	0	NA	3.72083333333333	NA	3.54583333333333	6.64583333333333	84.9583333333333
21.09.2016	94.5416666666667	0	0	NA	1.7	NA	4.72083333333333	NA	3.20416666666667	5.76666666666667	179.958333333333
22.09.2016	74.7916666666667	0	0	NA	0	NA	4.66666666666667	NA	1.44583333333333	2.85416666666667	202.666666666667
23.09.2016	82.6666666666667	0	0	NA	0	NA	6.46666666666667	NA	2.9625	4.75	291.125
24.09.2016	84	0	0	NA	0	NA	7.80833333333333	NA	3.05416666666667	4.8875	286.458333333333
25.09.2016	79.2916666666667	0	0	NA	0	NA	8.2375	NA	1.53333333333333	2.60416666666667	237.833333333333
26.09.2016	76.375	0	0	NA	0	NA	8.05416666666667	NA	1.27916666666667	2.4	220.083333333333
27.09.2016	75.4583333333333	0	0	NA	0	NA	7.89583333333333	NA	1.775	2.8875	261.791666666667
28.09.2016	84.4583333333333	0	0	NA	0	NA	8.5875	NA	3.22083333333333	6.58333333333333	255.333333333333
29.09.2016	72.4166666666667	0	0	NA	0	NA	10.8791666666667	NA	3.20833333333333	6.60416666666667	207.75
30.09.2016	85.3333333333333	0	0	NA	0.1	NA	10.5583333333333	NA	2.19166666666667	5.375	227.333333333333
01.10.2016	83.7916666666667	0	0	NA	4.7	NA	11.0208333333333	NA	2.8	5.80833333333333	176.375
02.10.2016	93.5	0	0	NA	9.3	NA	6.87083333333333	NA	1.81666666666667	4.37083333333333	194.75
03.10.2016	93.2083333333333	0	0	NA	6	NA	4.0875	NA	3.01666666666667	5.4	237.916666666667
04.10.2016	98.1666666666667	0	1.04166666666667	NA	50.4	NA	1.90833333333333	NA	5.97916666666667	12.1583333333333	166.166666666667
05.10.2016	99.7916666666667	1.04166666666667	23.9583333333333	NA	34	NA	-1.47083333333333	NA	7.24583333333333	12.1125	319.458333333333
06.10.2016	100	25	0	NA	32.8	NA	-0.229166666666667	NA	5.23333333333333	8.82083333333333	87
07.10.2016	99.7083333333333	25	0	NA	1	NA	-0.758333333333333	NA	2.225	4.06666666666667	179.625
08.10.2016	100	25	0	NA	7.4	NA	-0.3625	NA	3.46666666666667	5.43333333333333	320.166666666667
09.10.2016	100	24.875	0	NA	2.5	NA	0.2625	NA	3.31666666666667	5.3125	311.666666666667
10.10.2016	97.1666666666667	21.9166666666667	0.208333333333333	NA	1.5	NA	-0.5125	NA	2.32083333333333	3.87916666666667	250.875
11.10.2016	96.5416666666667	20.2083333333333	5	NA	4	NA	-0.8375	NA	2.42916666666667	5.05	77.0416666666667
12.10.2016	100	25.2083333333333	4.79166666666667	NA	17.2	NA	-0.629166666666667	NA	3.57083333333333	7.45833333333333	45.375
13.10.2016	100	29.875	0	NA	5.5	NA	-0.554166666666667	NA	3.22916666666667	6.27916666666667	90.625
14.10.2016	100	26.7083333333333	0	NA	0	NA	1.00416666666667	NA	4.425	8.4875	126.708333333333
15.10.2016	99.9583333333333	19.9166666666667	0	NA	0.3	NA	4.85833333333333	NA	3.12916666666667	5.27083333333333	231.25
16.10.2016	99	18	0	NA	1.7	NA	4.075	NA	2.20416666666667	3.425	300.625
17.10.2016	86.875	17.875	0	NA	0.2	NA	4.36666666666667	NA	1.4625	2.72083333333333	187.541666666667
18.10.2016	100	14.875	0	NA	1.7	NA	3.60833333333333	NA	0.970833333333334	2.37916666666667	168.25
19.10.2016	100	11.9166666666667	0	NA	10.9	NA	1.62083333333333	NA	3.025	5.98333333333333	170.916666666667
20.10.2016	100	10	0	NA	1.6	NA	0.579166666666667	NA	2.98333333333333	5.83333333333333	165.166666666667
21.10.2016	100	9.91666666666667	0	NA	1.9	NA	-0.075	NA	2.53333333333333	4.7875	189.25
22.10.2016	100	7.875	0	NA	3.7	NA	-1.4125	NA	1.95	4.16666666666667	189.208333333333
23.10.2016	100	4.95833333333333	0	NA	0	NA	0.0958333333333334	NA	2.87083333333333	5.9125	157.333333333333
24.10.2016	100	3.83333333333333	0	NA	1.2	NA	4.2	NA	2.475	4.95	167.041666666667
