date	Hprum	SCE	SNO	SVH	SRA	SSV	Tprum	T05prum	Fprum	Fmax	Dprum
31.12.1960	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
01.01.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
02.01.1961	NA	0	3	NA	2.4	NA	NA	NA	NA	NA	NA
03.01.1961	NA	3	0	NA	1.1	NA	NA	NA	NA	NA	NA
04.01.1961	NA	3	1	NA	1	NA	NA	NA	NA	NA	NA
05.01.1961	NA	4	3	NA	1.5	NA	NA	NA	NA	NA	NA
06.01.1961	NA	7	13	NA	10.4	NA	NA	NA	NA	NA	NA
07.01.1961	NA	20	5	NA	5.7	NA	NA	NA	NA	NA	NA
08.01.1961	NA	25	3	NA	4.2	NA	NA	NA	NA	NA	NA
09.01.1961	NA	27	0	NA	0	NA	NA	NA	NA	NA	NA
10.01.1961	NA	27	2	NA	1.6	NA	NA	NA	NA	NA	NA
11.01.1961	NA	29	0	NA	0	NA	NA	NA	NA	NA	NA
12.01.1961	NA	29	0	NA	0	NA	NA	NA	NA	NA	NA
13.01.1961	NA	29	3	NA	3.4	NA	NA	NA	NA	NA	NA
14.01.1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
15.01.1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
16.01.1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
17.01.1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
18.01.1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
19.01.1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
20.01.1961	NA	32	0	NA	0	NA	NA	NA	NA	NA	NA
21.01.1961	NA	30	2	NA	3.1	NA	NA	NA	NA	NA	NA
22.01.1961	NA	31	1	NA	1	NA	NA	NA	NA	NA	NA
23.01.1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
24.01.1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
25.01.1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
26.01.1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
27.01.1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
28.01.1961	NA	31	0	NA	0	NA	NA	NA	NA	NA	NA
29.01.1961	NA	31	3	NA	13.4	NA	NA	NA	NA	NA	NA
30.01.1961	NA	31	0	NA	26.6	NA	NA	NA	NA	NA	NA
31.01.1961	NA	NA	NA	NA	10.3	NA	NA	NA	NA	NA	NA
01.02.1961	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA
02.02.1961	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
03.02.1961	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA
04.02.1961	NA	NA	NA	NA	9.8	NA	NA	NA	NA	NA	NA
05.02.1961	NA	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA
06.02.1961	NA	NA	NA	NA	8.3	NA	NA	NA	NA	NA	NA
07.02.1961	NA	NA	NA	NA	8.2	NA	NA	NA	NA	NA	NA
08.02.1961	NA	NA	NA	NA	30.2	NA	NA	NA	NA	NA	NA
09.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
10.02.1961	NA	NA	NA	NA	13.2	NA	NA	NA	NA	NA	NA
11.02.1961	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA
12.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
13.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
14.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
15.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
16.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
17.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
18.02.1961	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA
19.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
20.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
21.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
22.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
23.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
24.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
25.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
26.02.1961	NA	NA	NA	NA	5.2	NA	NA	NA	NA	NA	NA
27.02.1961	NA	NA	NA	NA	3.1	NA	NA	NA	NA	NA	NA
28.02.1961	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
01.03.1961	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA
02.03.1961	NA	NA	0	NA	0.8	NA	NA	NA	NA	NA	NA
03.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
05.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
06.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
07.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
08.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
09.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
10.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
11.03.1961	NA	0	0	NA	7.8	NA	NA	NA	NA	NA	NA
12.03.1961	NA	0	0	NA	3.5	NA	NA	NA	NA	NA	NA
13.03.1961	NA	0	0	NA	1.6	NA	NA	NA	NA	NA	NA
14.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
15.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
16.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
17.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
18.03.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
19.03.1961	NA	0	20	NA	15.8	NA	NA	NA	NA	NA	NA
20.03.1961	NA	20	17	NA	12.6	NA	NA	NA	NA	NA	NA
21.03.1961	NA	37	10	NA	7.7	NA	NA	NA	NA	NA	NA
22.03.1961	NA	47	0	NA	1	NA	NA	NA	NA	NA	NA
23.03.1961	NA	40	0	NA	0.4	NA	NA	NA	NA	NA	NA
24.03.1961	NA	30	0	NA	0	NA	NA	NA	NA	NA	NA
25.03.1961	NA	20	0	NA	0	NA	NA	NA	NA	NA	NA
26.03.1961	NA	10	7	NA	4.3	NA	NA	NA	NA	NA	NA
27.03.1961	NA	17	18	NA	14.7	NA	NA	NA	NA	NA	NA
28.03.1961	NA	35	0	NA	10.2	NA	NA	NA	NA	NA	NA
29.03.1961	NA	35	0	NA	34.2	NA	NA	NA	NA	NA	NA
30.03.1961	NA	10	0	NA	0	NA	NA	NA	NA	NA	NA
31.03.1961	NA	8	0	NA	24.2	NA	NA	NA	NA	NA	NA
01.04.1961	NA	8	0	NA	28.1	NA	NA	NA	NA	NA	NA
02.04.1961	NA	8	0	NA	6	NA	NA	NA	NA	NA	NA
03.04.1961	NA	0	0	NA	3.7	NA	NA	NA	NA	NA	NA
04.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
05.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
06.04.1961	NA	0	0	NA	3.2	NA	NA	NA	NA	NA	NA
07.04.1961	NA	0	0	NA	2.3	NA	NA	NA	NA	NA	NA
08.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
09.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
10.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
11.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
12.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
13.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
14.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
15.04.1961	NA	0	0	NA	23.6	NA	NA	NA	NA	NA	NA
16.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
17.04.1961	NA	0	0	NA	8.5	NA	NA	NA	NA	NA	NA
18.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
19.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
20.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
21.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
22.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
23.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
24.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
25.04.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
26.04.1961	NA	0	0	NA	2.6	NA	NA	NA	NA	NA	NA
27.04.1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
28.04.1961	NA	0	0	NA	1.4	NA	NA	NA	NA	NA	NA
29.04.1961	NA	0	0	NA	7.2	NA	NA	NA	NA	NA	NA
30.04.1961	NA	0	0	NA	14.2	NA	NA	NA	NA	NA	NA
01.05.1961	NA	0	0	NA	6.4	NA	NA	NA	NA	NA	NA
02.05.1961	NA	0	0	NA	0.5	NA	NA	NA	NA	NA	NA
03.05.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.05.1961	NA	0	0	NA	2.8	NA	NA	NA	NA	NA	NA
05.05.1961	NA	0	0	NA	1.5	NA	NA	NA	NA	NA	NA
06.05.1961	NA	0	0	NA	3.8	NA	NA	NA	NA	NA	NA
07.05.1961	NA	0	0	NA	27.3	NA	NA	NA	NA	NA	NA
08.05.1961	NA	0	0	NA	33.4	NA	NA	NA	NA	NA	NA
09.05.1961	NA	0	0	NA	18.1	NA	NA	NA	NA	NA	NA
10.05.1961	NA	0	0	NA	14.2	NA	NA	NA	NA	NA	NA
11.05.1961	NA	0	0	NA	2.1	NA	NA	NA	NA	NA	NA
12.05.1961	NA	0	0	NA	4	NA	NA	NA	NA	NA	NA
13.05.1961	NA	0	0	NA	1.4	NA	NA	NA	NA	NA	NA
14.05.1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
15.05.1961	NA	0	0	NA	7	NA	NA	NA	NA	NA	NA
16.05.1961	NA	0	0	NA	4.2	NA	NA	NA	NA	NA	NA
17.05.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
18.05.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
19.05.1961	NA	0	0	NA	0.8	NA	NA	NA	NA	NA	NA
20.05.1961	NA	0	0	NA	11.4	NA	NA	NA	NA	NA	NA
21.05.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
22.05.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
23.05.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
24.05.1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
25.05.1961	NA	0	0	NA	35.1	NA	NA	NA	NA	NA	NA
26.05.1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
27.05.1961	NA	0	0	NA	4.8	NA	NA	NA	NA	NA	NA
28.05.1961	NA	0	0	NA	21	NA	NA	NA	NA	NA	NA
29.05.1961	NA	0	0	NA	2.9	NA	NA	NA	NA	NA	NA
30.05.1961	NA	0	0	NA	1.5	NA	NA	NA	NA	NA	NA
30.09.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
01.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
02.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
03.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
05.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
06.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
07.10.1961	NA	0	0	NA	6.6	NA	NA	NA	NA	NA	NA
08.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
09.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
10.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
11.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
12.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
13.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
14.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
15.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
16.10.1961	NA	0	0	NA	14.2	NA	NA	NA	NA	NA	NA
17.10.1961	NA	0	0	NA	10.6	NA	NA	NA	NA	NA	NA
18.10.1961	NA	0	0	NA	0.3	NA	NA	NA	NA	NA	NA
19.10.1961	NA	0	0	NA	6.9	NA	NA	NA	NA	NA	NA
20.10.1961	NA	0	0	NA	8.4	NA	NA	NA	NA	NA	NA
21.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
22.10.1961	NA	0	0	NA	2.9	NA	NA	NA	NA	NA	NA
23.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
24.10.1961	NA	0	0	NA	2.8	NA	NA	NA	NA	NA	NA
25.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
26.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
27.10.1961	NA	0	0	NA	0.8	NA	NA	NA	NA	NA	NA
28.10.1961	NA	0	0	NA	1.2	NA	NA	NA	NA	NA	NA
29.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
30.10.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
31.10.1961	NA	0	0	NA	5.9	NA	NA	NA	NA	NA	NA
01.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
02.11.1961	NA	0	0	NA	4.5	NA	NA	NA	NA	NA	NA
03.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
04.11.1961	NA	0	0	NA	1.6	NA	NA	NA	NA	NA	NA
05.11.1961	NA	0	0	NA	5.2	NA	NA	NA	NA	NA	NA
06.11.1961	NA	0	0	NA	3.5	NA	NA	NA	NA	NA	NA
07.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
08.11.1961	NA	0	0	NA	2.7	NA	NA	NA	NA	NA	NA
09.11.1961	NA	0	0	NA	3.5	NA	NA	NA	NA	NA	NA
10.11.1961	NA	0	0	NA	1	NA	NA	NA	NA	NA	NA
11.11.1961	NA	0	0	NA	0.6	NA	NA	NA	NA	NA	NA
12.11.1961	NA	0	0	NA	15.8	NA	NA	NA	NA	NA	NA
13.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
14.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
15.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
16.11.1961	NA	0	0	NA	1.8	NA	NA	NA	NA	NA	NA
17.11.1961	NA	0	0	NA	0.9	NA	NA	NA	NA	NA	NA
18.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
19.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
20.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
21.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
22.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
23.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
24.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
25.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
26.11.1961	NA	0	0	NA	0.1	NA	NA	NA	NA	NA	NA
27.11.1961	NA	0	0	NA	8.6	NA	NA	NA	NA	NA	NA
28.11.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
29.11.1961	NA	0	5	NA	32.2	NA	NA	NA	NA	NA	NA
30.11.1961	NA	5	0	NA	5	NA	NA	NA	NA	NA	NA
01.12.1961	NA	0	0	NA	4	NA	NA	NA	NA	NA	NA
02.12.1961	NA	0	0	NA	12	NA	NA	NA	NA	NA	NA
03.12.1961	NA	0	0	NA	4.6	NA	NA	NA	NA	NA	NA
04.12.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
05.12.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
06.12.1961	NA	0	NA	NA	0.1	NA	NA	NA	NA	NA	NA
07.12.1961	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA
08.12.1961	NA	0	NA	NA	0.4	NA	NA	NA	NA	NA	NA
09.12.1961	NA	0	NA	NA	3.7	NA	NA	NA	NA	NA	NA
10.12.1961	NA	0	NA	NA	45.6	NA	NA	NA	NA	NA	NA
11.12.1961	NA	0	0	NA	6.4	NA	NA	NA	NA	NA	NA
12.12.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
13.12.1961	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA
14.12.1961	NA	0	6	NA	2.1	NA	NA	NA	NA	NA	NA
15.12.1961	NA	6	0	NA	0	NA	NA	NA	NA	NA	NA
16.12.1961	NA	6	0	NA	0	NA	NA	NA	NA	NA	NA
17.12.1961	NA	6	0	NA	0	NA	NA	NA	NA	NA	NA
18.12.1961	NA	6	0	NA	0	NA	NA	NA	NA	NA	NA
19.12.1961	NA	5	0	NA	0	NA	NA	NA	NA	NA	NA
20.12.1961	NA	5	1	NA	0.7	NA	NA	NA	NA	NA	NA
21.12.1961	NA	6	10	NA	3.2	NA	NA	NA	NA	NA	NA
22.12.1961	NA	16	0	NA	0	NA	NA	NA	NA	NA	NA
23.12.1961	NA	16	0	NA	0	NA	NA	NA	NA	NA	NA
24.12.1961	NA	16	0	NA	0	NA	NA	NA	NA	NA	NA
25.12.1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
26.12.1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
27.12.1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
28.12.1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
29.12.1961	NA	15	0	NA	0	NA	NA	NA	NA	NA	NA
30.12.1961	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
31.12.1961	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
01.01.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
02.01.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
03.01.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
04.01.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
05.01.1962	NA	14	1	NA	1	NA	NA	NA	NA	NA	NA
06.01.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
07.01.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
08.01.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
09.01.1962	NA	14	0	NA	0	NA	NA	NA	NA	NA	NA
10.01.1962	NA	14	5	NA	8.7	NA	NA	NA	NA	NA	NA
11.01.1962	NA	15	12	NA	15.7	NA	NA	NA	NA	NA	NA
12.01.1962	NA	27	4	NA	2.8	NA	NA	NA	NA	NA	NA
13.01.1962	NA	31	5	NA	3	NA	NA	NA	NA	NA	NA
14.01.1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
15.01.1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
16.01.1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
17.01.1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
18.01.1962	NA	36	0	NA	11.5	NA	NA	NA	NA	NA	NA
19.01.1962	NA	36	0	NA	7.9	NA	NA	NA	NA	NA	NA
20.01.1962	NA	36	0	NA	5.7	NA	NA	NA	NA	NA	NA
21.01.1962	NA	36	0	NA	0	NA	NA	NA	NA	NA	NA
22.01.1962	NA	36	7	NA	4.7	NA	NA	NA	NA	NA	NA
23.01.1962	NA	33	12	NA	42.8	NA	NA	NA	NA	NA	NA
24.01.1962	NA	45	0	NA	10.2	NA	NA	NA	NA	NA	NA
25.01.1962	NA	45	0	NA	3	NA	NA	NA	NA	NA	NA
26.01.1962	NA	45	2	NA	2	NA	NA	NA	NA	NA	NA
27.01.1962	NA	45	10	NA	10.9	NA	NA	NA	NA	NA	NA
28.01.1962	NA	55	4	NA	2	NA	NA	NA	NA	NA	NA
29.01.1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
30.01.1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
31.01.1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
01.02.1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
02.02.1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
03.02.1962	NA	59	0	NA	0	NA	NA	NA	NA	NA	NA
04.02.1962	NA	59	18	NA	10.8	NA	NA	NA	NA	NA	NA
05.02.1962	NA	77	0	NA	0	NA	NA	NA	NA	NA	NA
06.02.1962	NA	77	0	NA	0	NA	NA	NA	NA	NA	NA
07.02.1962	NA	77	0	NA	5.6	NA	NA	NA	NA	NA	NA
08.02.1962	NA	75	0	NA	0	NA	NA	NA	NA	NA	NA
09.02.1962	NA	73	0	NA	0	NA	NA	NA	NA	NA	NA
10.02.1962	NA	73	0	NA	0	NA	NA	NA	NA	NA	NA
11.02.1962	NA	71	8	NA	28.4	NA	NA	NA	NA	NA	NA
12.02.1962	NA	77	2	NA	5.4	NA	NA	NA	NA	NA	NA
13.02.1962	NA	78	10	NA	6	NA	NA	NA	NA	NA	NA
14.02.1962	NA	87	7	NA	4	NA	NA	NA	NA	NA	NA
15.02.1962	NA	94	25	NA	20.4	NA	NA	NA	NA	NA	NA
16.02.1962	NA	114	3	NA	2.6	NA	NA	NA	NA	NA	NA
17.02.1962	NA	117	6	NA	4.2	NA	NA	NA	NA	NA	NA
18.02.1962	NA	123	2	NA	0.8	NA	NA	NA	NA	NA	NA
19.02.1962	NA	125	0	NA	0	NA	NA	NA	NA	NA	NA
20.02.1962	NA	125	5	NA	3.4	NA	NA	NA	NA	NA	NA
21.02.1962	NA	130	0	NA	0	NA	NA	NA	NA	NA	NA
22.02.1962	NA	130	1	NA	0.2	NA	NA	NA	NA	NA	NA
23.02.1962	NA	131	3	NA	1.8	NA	NA	NA	NA	NA	NA
24.02.1962	NA	134	0	NA	0	NA	NA	NA	NA	NA	NA
25.02.1962	NA	134	0	NA	0	NA	NA	NA	NA	NA	NA
26.02.1962	NA	134	1	NA	0.4	NA	NA	NA	NA	NA	NA
27.02.1962	NA	135	0	NA	0	NA	NA	NA	NA	NA	NA
28.02.1962	NA	135	0	NA	0	NA	NA	NA	NA	NA	NA
01.03.1962	NA	135	6	NA	4.9	NA	NA	NA	NA	NA	NA
02.03.1962	NA	141	2	NA	1.4	NA	NA	NA	NA	NA	NA
03.03.1962	NA	143	10	NA	6.5	NA	NA	NA	NA	NA	NA
04.03.1962	NA	152	7	NA	6.5	NA	NA	NA	NA	NA	NA
05.03.1962	NA	159	1	NA	0.3	NA	NA	NA	NA	NA	NA
06.03.1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
07.03.1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
08.03.1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
09.03.1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
10.03.1962	NA	160	0	NA	0	NA	NA	NA	NA	NA	NA
11.03.1962	NA	160	6	NA	4.1	NA	NA	NA	NA	NA	NA
12.03.1962	NA	166	0	NA	0	NA	NA	NA	NA	NA	NA
13.03.1962	NA	166	1	NA	0.2	NA	NA	NA	NA	NA	NA
14.03.1962	NA	167	1	NA	0.6	NA	NA	NA	NA	NA	NA
15.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
16.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
17.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
18.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
19.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
20.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
21.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
22.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
23.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
24.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
25.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
26.03.1962	NA	168	0	NA	0	NA	NA	NA	NA	NA	NA
27.03.1962	NA	168	5	NA	2	NA	NA	NA	NA	NA	NA
28.03.1962	NA	173	0	NA	15.1	NA	NA	NA	NA	NA	NA
29.03.1962	NA	173	0	NA	24.6	NA	NA	NA	NA	NA	NA
30.03.1962	NA	173	0	NA	10.9	NA	NA	NA	NA	NA	NA
31.03.1962	NA	NA	0	NA	3.4	NA	NA	NA	NA	NA	NA
01.04.1962	NA	NA	0	NA	4.5	NA	NA	NA	NA	NA	NA
02.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
03.04.1962	NA	NA	0	NA	12.5	NA	NA	NA	NA	NA	NA
04.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
05.04.1962	NA	NA	0	NA	1.2	NA	NA	NA	NA	NA	NA
06.04.1962	NA	NA	0	NA	12.1	NA	NA	NA	NA	NA	NA
07.04.1962	NA	NA	0	NA	2.8	NA	NA	NA	NA	NA	NA
08.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
09.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
10.04.1962	NA	NA	0	NA	1.2	NA	NA	NA	NA	NA	NA
11.04.1962	NA	NA	0	NA	0.6	NA	NA	NA	NA	NA	NA
12.04.1962	NA	NA	0	NA	4.2	NA	NA	NA	NA	NA	NA
13.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
14.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
15.04.1962	NA	NA	0	NA	6.3	NA	NA	NA	NA	NA	NA
16.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
17.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
18.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
19.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
20.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
21.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
22.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
23.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
24.04.1962	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA
25.04.1962	NA	NA	0	NA	7.3	NA	NA	NA	NA	NA	NA
26.04.1962	NA	NA	0	NA	3.6	NA	NA	NA	NA	NA	NA
27.04.1962	NA	NA	0	NA	12.8	NA	NA	NA	NA	NA	NA
28.04.1962	NA	NA	0	NA	0.9	NA	NA	NA	NA	NA	NA
29.04.1962	NA	NA	0	NA	2.9	NA	NA	NA	NA	NA	NA
30.04.1962	NA	NA	0	NA	3.6	NA	NA	NA	NA	NA	NA
01.05.1962	NA	NA	0	NA	1.8	NA	NA	NA	NA	NA	NA
02.05.1962	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA
