Date F Station_F SCE Station_SCE SNO Station_SNO SSV Station_SSV SRA Station_SRA Tair Tair_note T_grad H H_note Station_H Rain_Tw Rain_Ta
1961-01-01 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-02 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-03 NA NA 0 H1LBOU01 3 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-04 NA NA 3 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-05 NA NA 3 H1LBOU01 1 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-06 NA NA 4 H1LBOU01 3 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-07 NA NA 7 H1LBOU01 13 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-08 NA NA 20 H1LBOU01 5 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-09 NA NA 25 H1LBOU01 3 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-10 NA NA 27 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-11 NA NA 27 H1LBOU01 2 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-12 NA NA 29 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-13 NA NA 29 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-14 NA NA 29 H1LBOU01 3 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-15 NA NA 32 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-16 NA NA 32 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-17 NA NA 32 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-18 NA NA 32 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-19 NA NA 32 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-20 NA NA 32 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-21 NA NA 32 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-22 NA NA 30 H1LBOU01 2 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-23 NA NA 31 H1LBOU01 1 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-24 NA NA 31 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-25 NA NA 31 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-26 NA NA 31 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-27 NA NA 31 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-28 NA NA 31 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-29 NA NA 31 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-30 NA NA 31 H1LBOU01 3 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-01-31 NA NA 31 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-01 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-02 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-03 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-04 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-05 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-06 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-07 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-08 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-09 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-10 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-11 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-12 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-13 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-14 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-15 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-16 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-17 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-18 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-19 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-20 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-21 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-22 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-23 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-24 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-25 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-26 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-27 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-02-28 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-01 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-02 NA NA NA H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-03 NA NA NA H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-04 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-05 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-06 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-07 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-08 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-09 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-10 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-11 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-12 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-13 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-14 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-15 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-16 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-17 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-18 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-19 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-20 NA NA 0 H1LBOU01 20 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-21 NA NA 20 H1LBOU01 17 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-22 NA NA 37 H1LBOU01 10 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-23 NA NA 47 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-24 NA NA 40 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-25 NA NA 30 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-26 NA NA 20 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-27 NA NA 10 H1LBOU01 7 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-28 NA NA 17 H1LBOU01 18 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-29 NA NA 35 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-30 NA NA 35 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-03-31 NA NA 10 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-01 NA NA 8 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-02 NA NA 8 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-03 NA NA 8 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-04 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-05 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-06 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-07 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-08 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-09 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-10 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-11 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-12 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-13 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-14 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-15 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-16 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-17 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-18 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-19 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-20 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-21 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-22 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-23 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-24 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-25 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-26 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-27 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-28 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-29 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-04-30 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-01 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-02 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-03 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-04 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-05 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-06 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-07 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-08 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-09 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-10 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-11 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-12 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-13 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-14 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-15 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-16 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-17 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-18 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-19 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-20 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-21 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-22 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-23 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-24 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-25 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-26 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-27 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-28 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-29 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-30 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-05-31 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-01 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-02 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-03 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-04 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-05 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-06 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-07 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-08 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-09 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-10 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-11 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-12 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-13 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-14 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-15 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-16 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-17 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-18 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-19 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-20 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-21 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-22 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-23 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-24 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-25 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-26 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-27 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-28 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-29 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-30 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-10-31 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-01 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-02 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-03 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-04 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-05 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-06 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-07 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-08 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-09 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-10 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-11 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-12 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-13 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-14 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-15 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-16 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-17 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-18 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-19 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-20 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-21 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-22 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-23 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-24 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-25 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-26 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-27 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-28 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-29 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-11-30 NA NA 0 H1LBOU01 5 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-01 NA NA 5 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-02 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-03 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-04 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-05 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-06 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-07 NA NA 0 H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-08 NA NA 0 H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-09 NA NA 0 H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-10 NA NA 0 H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-11 NA NA 0 H1LBOU01 NA H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-12 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-13 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-14 NA NA 0 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-15 NA NA 0 H1LBOU01 6 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-16 NA NA 6 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-17 NA NA 6 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-18 NA NA 6 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-19 NA NA 6 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-20 NA NA 5 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-21 NA NA 5 H1LBOU01 1 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-22 NA NA 6 H1LBOU01 10 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-23 NA NA 16 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-24 NA NA 16 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-25 NA NA 16 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-26 NA NA 15 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-27 NA NA 15 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-28 NA NA 15 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-29 NA NA 15 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-30 NA NA 15 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1961-12-31 NA NA 14 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
1962-01-01 NA NA 14 H1LBOU01 0 H1LBOU01 NA NA NA NA NA NA NA NA NA NA NA NA
