Date F Station_F SCE Station_SCE SNO Station_SNO SSV Station_SSV SRA Station_SRA Tair Tair_note T_grad H H_note Station_H Rain_Tw Rain_Ta
1992-02-17 10 H1LBOU01 172 H1LBOU01 12 H1LBOU01 0 H1LBOU01 5.2 H1LBOU01 -9.4 Measured -0.503401360544218 100 Measured H1LBOU01 0 0
1992-02-18 12.3 H1LBOU01 182 H1LBOU01 8 H1LBOU01 0 H1LBOU01 2.4 H1LBOU01 -11 Measured -0.517006802721088 100 Measured H1LBOU01 0 0
1992-02-19 13.3 H1LBOU01 185 H1LBOU01 5 H1LBOU01 0 H1LBOU01 2.6 H1LBOU01 -8.4 Measured -0.598639455782313 100 Measured H1LBOU01 0 0
1992-02-20 8.3 H1LBOU01 188 H1LBOU01 10 H1LBOU01 0 H1LBOU01 4.2 H1LBOU01 -7.9 Measured -0.476190476190476 100 Measured H1LBOU01 0 0
1992-02-21 18 H1LBOU01 195 H1LBOU01 10 H1LBOU01 0 H1LBOU01 4.4 H1LBOU01 -5.3 Measured -0.489795918367347 100 Measured H1LBOU01 0 0
1992-02-22 11.7 H1LBOU01 205 H1LBOU01 10 H1LBOU01 0 H1LBOU01 5.8 H1LBOU01 -4.9 Measured -0.517006802721088 100 Measured H1LBOU01 0 0
1992-02-23 14 H1LBOU01 205 H1LBOU01 8 H1LBOU01 0 H1LBOU01 4.3 H1LBOU01 -2.8 Measured -0.530612244897959 100 Measured H1LBOU01 0 0
1992-02-24 6.3 H1LBOU01 205 H1LBOU01 0 H1LBOU01 6 H1LBOU01 0 H1LBOU01 -5.5 Measured -0.829931972789116 95 Measured H1LBOU01 0 0
1992-02-25 4 H1LBOU01 205 H1LBOU01 0 H1LBOU01 4.4 H1LBOU01 0 H1LBOU01 -0.2 Measured -0.122448979591837 81 Measured H1LBOU01 0 0
1992-02-26 1.3 H1LBOU01 200 H1LBOU01 0 H1LBOU01 1.5 H1LBOU01 0 H1LBOU01 -0.4 Measured -0.0680272108843537 79 Measured H1LBOU01 0 0
1992-02-27 3.3 H1LBOU01 195 H1LBOU01 0 H1LBOU01 6.5 H1LBOU01 0 H1LBOU01 1.1 Measured -0.163265306122449 77 Measured H1LBOU01 0 0
1992-02-28 2.7 H1LBOU01 190 H1LBOU01 0 H1LBOU01 9.3 H1LBOU01 0 H1LBOU01 1.5 Measured 0.0136054421768708 83 Measured H1LBOU01 0 0
1992-02-29 5.7 H1LBOU01 185 H1LBOU01 0 H1LBOU01 8.1 H1LBOU01 0 H1LBOU01 1.4 Measured -0.19047619047619 91 Measured H1LBOU01 0 0
1992-03-01 3.7 H1LBOU01 180 H1LBOU01 0 H1LBOU01 9.1 H1LBOU01 0 H1LBOU01 1 Measured -0.19047619047619 89 Measured H1LBOU01 0 0
1992-03-02 7.7 H1LBOU01 175 H1LBOU01 5 H1LBOU01 8.1 H1LBOU01 2.6 H1LBOU01 -0.9 Measured -0.394557823129252 85 Measured H1LBOU01 0 0
1992-03-03 15 H1LBOU01 180 H1LBOU01 6 H1LBOU01 0 H1LBOU01 4.1 H1LBOU01 -2.7 Measured -0.503401360544218 97 Measured H1LBOU01 0 0
1992-03-04 14 H1LBOU01 180 H1LBOU01 0 H1LBOU01 9 H1LBOU01 0 H1LBOU01 -1.4 Measured -0.612244897959184 94 Measured H1LBOU01 0 0
1992-03-05 4.7 H1LBOU01 180 H1LBOU01 0 H1LBOU01 9.4 H1LBOU01 0 H1LBOU01 3.3 Measured 0.149659863945578 67 Measured H1LBOU01 0 0
1992-03-06 1.3 H1LBOU01 175 H1LBOU01 8 H1LBOU01 1 H1LBOU01 5.8 H1LBOU01 2.2 Measured -0.108843537414966 82 Measured H1LBOU01 5.8 5.8
1992-03-07 5.7 H1LBOU01 178 H1LBOU01 0 H1LBOU01 3.1 H1LBOU01 0 H1LBOU01 -1.4 Measured -0.571428571428571 96 Measured H1LBOU01 0 0
1992-03-08 11 H1LBOU01 176 H1LBOU01 0 H1LBOU01 8 H1LBOU01 0 H1LBOU01 -3.7 Measured -0.829931972789116 83 Measured H1LBOU01 0 0
1992-03-09 3.3 H1LBOU01 174 H1LBOU01 0 H1LBOU01 6.7 H1LBOU01 0 H1LBOU01 -1.2 Measured -0.380952380952381 71 Measured H1LBOU01 0 0
1992-03-10 7.3 H1LBOU01 173 H1LBOU01 0 H1LBOU01 8.5 H1LBOU01 0 H1LBOU01 -1.8 Measured -0.585034013605442 81 Measured H1LBOU01 0 0
1992-03-11 8 H1LBOU01 171 H1LBOU01 5 H1LBOU01 0 H1LBOU01 3.1 H1LBOU01 -5 Measured -0.748299319727891 95 Measured H1LBOU01 0 0
1992-03-12 9 H1LBOU01 173 H1LBOU01 30 H1LBOU01 0 H1LBOU01 31.2 H1LBOU01 -3.4 Measured -0.517006802721088 100 Measured H1LBOU01 0 0
1992-03-13 16 H1LBOU01 190 H1LBOU01 50 H1LBOU01 0 H1LBOU01 54.1 H1LBOU01 -2.3 Measured -0.585034013605442 99 Measured H1LBOU01 0 0
1992-03-14 12.7 H1LBOU01 215 H1LBOU01 40 H1LBOU01 0 H1LBOU01 46.2 H1LBOU01 -9.4 Measured -0.789115646258503 97 Measured H1LBOU01 0 0
1992-03-15 12.3 H1LBOU01 235 H1LBOU01 20 H1LBOU01 0 H1LBOU01 22.1 H1LBOU01 -6.7 Measured -0.680272108843537 98 Measured H1LBOU01 0 0
1992-03-16 18 H1LBOU01 250 H1LBOU01 20 H1LBOU01 0 H1LBOU01 20 H1LBOU01 -7.5 Measured -0.680272108843537 96 Measured H1LBOU01 0 0
1992-03-17 4 H1LBOU01 255 H1LBOU01 2 H1LBOU01 5.7 H1LBOU01 1.4 H1LBOU01 -5.4 Measured -0.530612244897959 88 Measured H1LBOU01 0 0
1992-03-18 2 H1LBOU01 255 H1LBOU01 0 H1LBOU01 0.9 H1LBOU01 0 H1LBOU01 -3.4 Measured -0.517006802721088 88 Measured H1LBOU01 0 0
1992-03-19 3.3 H1LBOU01 250 H1LBOU01 0 H1LBOU01 8.9 H1LBOU01 0 H1LBOU01 -0.7 Measured -0.312925170068027 90 Measured H1LBOU01 0 0
1992-03-20 5.7 H1LBOU01 250 H1LBOU01 5 H1LBOU01 0 H1LBOU01 4.8 H1LBOU01 -0.3 Measured -0.312925170068027 99 Measured H1LBOU01 0 0
1992-03-21 8.3 H1LBOU01 250 H1LBOU01 15 H1LBOU01 0 H1LBOU01 12.8 H1LBOU01 1.1 Measured -0.258503401360544 100 Measured H1LBOU01 12.8 12.8
1992-03-22 10 H1LBOU01 255 H1LBOU01 20 H1LBOU01 0 H1LBOU01 12 H1LBOU01 -4 Measured -0.625850340136054 100 Measured H1LBOU01 0 0
1992-03-23 9.3 H1LBOU01 265 H1LBOU01 10 H1LBOU01 0 H1LBOU01 4.2 H1LBOU01 -3.8 Measured -0.571428571428571 100 Measured H1LBOU01 0 0
1992-03-24 4 H1LBOU01 272 H1LBOU01 15 H1LBOU01 0 H1LBOU01 11.2 H1LBOU01 -1.5 Measured -0.299319727891156 100 Measured H1LBOU01 0 0
1992-03-25 7.7 H1LBOU01 283 H1LBOU01 10 H1LBOU01 0 H1LBOU01 6.6 H1LBOU01 -2.8 Measured -0.448979591836735 100 Measured H1LBOU01 0 0
1992-03-26 6 H1LBOU01 288 H1LBOU01 12 H1LBOU01 0 H1LBOU01 4.6 H1LBOU01 -5.1 Measured -0.585034013605442 100 Measured H1LBOU01 0 0
1992-03-27 4 H1LBOU01 295 H1LBOU01 10 H1LBOU01 0 H1LBOU01 4.8 H1LBOU01 -4.4 Measured -0.489795918367347 100 Measured H1LBOU01 0 0
1992-03-28 7.3 H1LBOU01 303 H1LBOU01 10 H1LBOU01 0 H1LBOU01 6.8 H1LBOU01 -6 Measured -0.639455782312925 100 Measured H1LBOU01 0 0
1992-03-29 8 H1LBOU01 310 H1LBOU01 10 H1LBOU01 0 H1LBOU01 4.2 H1LBOU01 -7.7 Measured -0.653061224489796 100 Measured H1LBOU01 0 0
1992-03-30 2.7 H1LBOU01 315 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0 H1LBOU01 -6.1 Measured -0.775510204081633 100 Measured H1LBOU01 0 0
1992-03-31 6 H1LBOU01 310 H1LBOU01 0 H1LBOU01 2.5 H1LBOU01 0 H1LBOU01 -0.1 Measured -0.72108843537415 100 Measured H1LBOU01 0 0
1992-04-01 13 H1LBOU01 290 H1LBOU01 2 H1LBOU01 0 H1LBOU01 5.6 H1LBOU01 -1 Measured -0.748299319727891 100 Measured H1LBOU01 0 0
1992-04-02 1.3 H1LBOU01 287 H1LBOU01 0 H1LBOU01 2.6 H1LBOU01 0 H1LBOU01 -1.9 Measured -0.557823129251701 97 Measured H1LBOU01 0 0
1992-04-03 3.3 H1LBOU01 280 H1LBOU01 2 H1LBOU01 0 H1LBOU01 1.8 H1LBOU01 -1.7 Measured -0.557823129251701 95 Measured H1LBOU01 0 0
1992-04-04 2.7 H1LBOU01 280 H1LBOU01 0 H1LBOU01 1.5 H1LBOU01 0.1 H1LBOU01 -1.8 Measured -0.666666666666667 95 Measured H1LBOU01 0 0
1992-04-05 5.3 H1LBOU01 275 H1LBOU01 18 H1LBOU01 0 H1LBOU01 14 H1LBOU01 -2.2 Measured -0.489795918367347 93 Measured H1LBOU01 0 0
1992-04-06 4 H1LBOU01 285 H1LBOU01 0 H1LBOU01 3.8 H1LBOU01 0 H1LBOU01 -4 Measured -0.653061224489796 89 Measured H1LBOU01 0 0
1992-04-07 2.7 H1LBOU01 280 H1LBOU01 0 H1LBOU01 3.9 H1LBOU01 0 H1LBOU01 -2.3 Measured -0.503401360544218 92 Measured H1LBOU01 0 0
1992-04-08 3.3 H1LBOU01 275 H1LBOU01 0 H1LBOU01 2.8 H1LBOU01 0 H1LBOU01 -2.1 Measured -0.272108843537415 92 Measured H1LBOU01 0 0
1992-04-09 3.3 H1LBOU01 270 H1LBOU01 0 H1LBOU01 5.3 H1LBOU01 0 H1LBOU01 -1.1 Measured -0.476190476190476 86 Measured H1LBOU01 0 0
1992-04-10 4.7 H1LBOU01 270 H1LBOU01 0 H1LBOU01 10 H1LBOU01 0 H1LBOU01 -1.8 Measured -0.448979591836735 90 Measured H1LBOU01 0 0
1992-04-11 5.3 H1LBOU01 265 H1LBOU01 0 H1LBOU01 3.3 H1LBOU01 0 H1LBOU01 0.9 Measured -0.340136054421769 90 Measured H1LBOU01 0 0
1992-04-12 4.3 H1LBOU01 265 H1LBOU01 0 H1LBOU01 4 H1LBOU01 0 H1LBOU01 2.3 Measured -0.530612244897959 91 Measured H1LBOU01 0 0
1992-04-13 3.7 H1LBOU01 260 H1LBOU01 5 H1LBOU01 1 H1LBOU01 1.9 H1LBOU01 -0.2 Measured -0.557823129251701 89 Measured H1LBOU01 0 0
1992-04-14 6 H1LBOU01 260 H1LBOU01 3 H1LBOU01 0 H1LBOU01 0.9 H1LBOU01 -2.1 Measured -0.72108843537415 97 Measured H1LBOU01 0 0
1992-04-15 6.7 H1LBOU01 263 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0 H1LBOU01 -0.3 Measured -0.993197278911565 87 Measured H1LBOU01 0 0
1992-04-16 9.7 H1LBOU01 255 H1LBOU01 15 H1LBOU01 0 H1LBOU01 8.4 H1LBOU01 -2.3 Measured -0.571428571428571 99 Measured H1LBOU01 0 0
1992-04-17 8 H1LBOU01 270 H1LBOU01 5 H1LBOU01 0.5 H1LBOU01 3.2 H1LBOU01 -6.3 Measured -0.680272108843537 96 Measured H1LBOU01 0 0
1992-04-18 3.7 H1LBOU01 270 H1LBOU01 0 H1LBOU01 3.4 H1LBOU01 12.4 H1LBOU01 -2.4 Measured -0.666666666666667 98 Measured H1LBOU01 0 0
1992-04-19 15.7 H1LBOU01 250 H1LBOU01 1 H1LBOU01 4.6 H1LBOU01 3.6 H1LBOU01 -1 Measured -0.761904761904762 93 Measured H1LBOU01 0 0
1992-04-20 13.3 H1LBOU01 240 H1LBOU01 2 H1LBOU01 3.3 H1LBOU01 0.8 H1LBOU01 -5.1 Measured -0.802721088435374 100 Measured H1LBOU01 0 0
1992-04-21 2.7 H1LBOU01 240 H1LBOU01 0 H1LBOU01 10.7 H1LBOU01 0 H1LBOU01 -4.5 Measured -0.965986394557823 85 Measured H1LBOU01 0 0
1992-04-22 2.7 H1LBOU01 237 H1LBOU01 0 H1LBOU01 7.6 H1LBOU01 0 H1LBOU01 1.2 Measured -0.54421768707483 77 Measured H1LBOU01 0 0
1992-04-23 3.3 H1LBOU01 233 H1LBOU01 0 H1LBOU01 0 H1LBOU01 4.8 H1LBOU01 0.6 Measured -0.353741496598639 98 Measured H1LBOU01 4.8 4.8
1992-04-24 3.3 H1LBOU01 230 H1LBOU01 0 H1LBOU01 3.1 H1LBOU01 0 H1LBOU01 2.9 Measured -0.340136054421769 88 Measured H1LBOU01 0 0
1992-04-25 1.7 H1LBOU01 230 H1LBOU01 0 H1LBOU01 10.5 H1LBOU01 0 H1LBOU01 6.8 Measured -0.448979591836735 82 Measured H1LBOU01 0 0
1992-04-26 5 H1LBOU01 225 H1LBOU01 0 H1LBOU01 4.9 H1LBOU01 0 H1LBOU01 6 Measured -0.476190476190476 86 Measured H1LBOU01 0 0
1992-04-27 5.7 H1LBOU01 205 H1LBOU01 0 H1LBOU01 0 H1LBOU01 11.2 H1LBOU01 3.8 Measured -0.54421768707483 95 Measured H1LBOU01 11.2 11.2
1992-04-28 4.7 H1LBOU01 195 H1LBOU01 0 H1LBOU01 2.2 H1LBOU01 7.7 H1LBOU01 4.4 Measured -0.761904761904762 87 Measured H1LBOU01 7.7 7.7
1992-04-29 7.3 H1LBOU01 185 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0.5 H1LBOU01 1.2 Measured -0.653061224489796 99 Measured H1LBOU01 0.5 0.5
1992-04-30 4.3 H1LBOU01 180 H1LBOU01 0 H1LBOU01 1.7 H1LBOU01 0 H1LBOU01 1.6 Measured -0.489795918367347 96 Measured H1LBOU01 0 0
1992-05-01 5.7 H1LBOU01 178 H1LBOU01 0 H1LBOU01 0.3 H1LBOU01 2.6 H1LBOU01 5 Measured -0.54421768707483 98 Measured H1LBOU01 2.6 2.6
1992-05-02 3.7 H1LBOU01 174 H1LBOU01 0 H1LBOU01 0.2 H1LBOU01 25.6 H1LBOU01 5.2 Measured -0.639455782312925 96 Measured H1LBOU01 25.6 25.6
1992-05-03 7.7 H1LBOU01 168 H1LBOU01 0 H1LBOU01 0.6 H1LBOU01 1.6 H1LBOU01 1.6 Measured -0.693877551020408 96 Measured H1LBOU01 1.6 1.6
1992-05-04 3.7 H1LBOU01 164 H1LBOU01 0 H1LBOU01 11.6 H1LBOU01 0 H1LBOU01 1.7 Measured -0.761904761904762 84 Measured H1LBOU01 0 0
1992-05-05 2.7 H1LBOU01 160 H1LBOU01 0 H1LBOU01 11.2 H1LBOU01 0 H1LBOU01 3.3 Measured -0.612244897959184 81 Measured H1LBOU01 0 0
1992-05-06 5 H1LBOU01 155 H1LBOU01 0 H1LBOU01 12.6 H1LBOU01 0 H1LBOU01 3.7 Measured -0.666666666666667 79 Measured H1LBOU01 0 0
1992-05-07 7.3 H1LBOU01 145 H1LBOU01 0 H1LBOU01 0 H1LBOU01 4.1 H1LBOU01 3.9 Measured -0.748299319727891 96 Measured H1LBOU01 4.1 4.1
1992-05-08 5.7 H1LBOU01 135 H1LBOU01 0 H1LBOU01 0 H1LBOU01 2.6 H1LBOU01 5 Measured -0.938775510204082 98 Measured H1LBOU01 2.6 2.6
1992-05-09 7.7 H1LBOU01 130 H1LBOU01 0 H1LBOU01 0 H1LBOU01 15.1 H1LBOU01 0.5 Measured -0.666666666666667 99 Measured H1LBOU01 15.1 15.1
1992-05-10 8 H1LBOU01 120 H1LBOU01 0 H1LBOU01 3.6 H1LBOU01 0 H1LBOU01 2 Measured -0.585034013605442 93 Measured H1LBOU01 0 0
1992-05-11 8.3 H1LBOU01 118 H1LBOU01 0 H1LBOU01 0 H1LBOU01 6.7 H1LBOU01 2 Measured -0.802721088435374 98 Measured H1LBOU01 6.7 6.7
1992-05-12 5.3 H1LBOU01 115 H1LBOU01 0 H1LBOU01 3.6 H1LBOU01 0 H1LBOU01 2.6 Measured -0.857142857142857 85 Measured H1LBOU01 0 0
1992-05-13 5 H1LBOU01 108 H1LBOU01 0 H1LBOU01 8.7 H1LBOU01 0 H1LBOU01 7.8 Measured -0.653061224489796 88 Measured H1LBOU01 0 0
1992-05-14 1 H1LBOU01 90 H1LBOU01 0 H1LBOU01 11.9 H1LBOU01 0 H1LBOU01 10.2 Measured -0.435374149659864 82 Measured H1LBOU01 0 0
1992-05-15 2 H1LBOU01 85 H1LBOU01 0 H1LBOU01 13.5 H1LBOU01 0 H1LBOU01 10.3 Measured -0.571428571428571 61 Measured H1LBOU01 0 0
1992-05-16 7.3 H1LBOU01 75 H1LBOU01 0 H1LBOU01 13.4 H1LBOU01 0 H1LBOU01 9.9 Measured -0.816326530612245 60 Measured H1LBOU01 0 0
1992-05-17 13 H1LBOU01 60 H1LBOU01 0 H1LBOU01 2.4 H1LBOU01 0 H1LBOU01 3.1 Measured -0.748299319727891 97 Measured H1LBOU01 0 0
1992-05-18 8 H1LBOU01 55 H1LBOU01 0 H1LBOU01 8.1 H1LBOU01 0 H1LBOU01 3.1 Measured -0.789115646258503 79 Measured H1LBOU01 0 0
1992-05-19 6.3 H1LBOU01 48 H1LBOU01 0 H1LBOU01 10.7 H1LBOU01 0 H1LBOU01 6.6 Measured -0.571428571428572 73 Measured H1LBOU01 0 0
1992-05-20 3 H1LBOU01 32 H1LBOU01 0 H1LBOU01 12.2 H1LBOU01 0 H1LBOU01 9.9 Measured -0.598639455782313 56 Measured H1LBOU01 0 0
1992-05-21 2 H1LBOU01 20 H1LBOU01 0 H1LBOU01 6.7 H1LBOU01 0 H1LBOU01 10.8 Measured -0.666666666666666 65 Measured H1LBOU01 0 0
1992-05-22 2.3 H1LBOU01 10 H1LBOU01 0 H1LBOU01 7.4 H1LBOU01 0 H1LBOU01 12.7 Measured -0.231292517006803 59 Measured H1LBOU01 0 0
1992-05-23 5.3 H1LBOU01 5 H1LBOU01 0 H1LBOU01 12.1 H1LBOU01 0 H1LBOU01 11.8 Measured -0.693877551020408 63 Measured H1LBOU01 0 0
1992-05-24 3.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 12.9 H1LBOU01 0 H1LBOU01 11 Measured -0.571428571428571 61 Measured H1LBOU01 0 0
1992-05-25 4.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 12.8 H1LBOU01 0 H1LBOU01 9.3 Measured -0.571428571428571 49 Measured H1LBOU01 0 0
1992-05-26 5.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 13.3 H1LBOU01 0 H1LBOU01 6 Measured -0.73469387755102 71 Measured H1LBOU01 0 0
1992-05-27 5.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 6.3 H1LBOU01 0 H1LBOU01 5.4 Measured -0.952380952380952 90 Measured H1LBOU01 0 0
1992-05-28 5 H1LBOU01 0 H1LBOU01 0 H1LBOU01 11.3 H1LBOU01 0 H1LBOU01 5.8 Measured -0.925170068027211 81 Measured H1LBOU01 0 0
1992-05-29 4 H1LBOU01 0 H1LBOU01 0 H1LBOU01 6.6 H1LBOU01 3.6 H1LBOU01 5.1 Measured -0.707482993197279 94 Measured H1LBOU01 3.6 3.6
1992-05-30 4.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 2.6 H1LBOU01 0.2 H1LBOU01 7.7 Measured -0.72108843537415 87 Measured H1LBOU01 0.2 0.2
1992-05-31 1.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 9.3 H1LBOU01 0 H1LBOU01 9.6 Measured -0.612244897959184 78 Measured H1LBOU01 0 0
1992-06-01 5.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 11.6 H1LBOU01 0 H1LBOU01 12.3 Measured -0.707482993197279 64 Measured H1LBOU01 0 0
1992-06-02 7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 10.5 H1LBOU01 0.2 H1LBOU01 12.9 Measured -0.829931972789116 71 Measured H1LBOU01 0.2 0.2
1992-06-03 3.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0 H1LBOU01 4 H1LBOU01 12.7 Measured -0.462585034013606 85 Measured H1LBOU01 4 4
1992-06-04 6.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 10.1 H1LBOU01 0.8 H1LBOU01 11.8 Measured -0.598639455782313 86 Measured H1LBOU01 0.8 0.8
1992-06-05 2.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 6.9 H1LBOU01 2.2 H1LBOU01 13.1 Measured -0.54421768707483 95 Measured H1LBOU01 2.2 2.2
1992-06-06 5.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0 H1LBOU01 4.8 H1LBOU01 9.4 Measured -0.462585034013605 100 Measured H1LBOU01 4.8 4.8
1992-06-07 3.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 3.3 H1LBOU01 7.4 H1LBOU01 8.6 Measured -0.680272108843537 93 Measured H1LBOU01 7.4 7.4
1992-06-08 3.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0 H1LBOU01 6.4 H1LBOU01 8.4 Measured -0.639455782312925 94 Measured H1LBOU01 6.4 6.4
1992-06-09 6 H1LBOU01 0 H1LBOU01 0 H1LBOU01 5.7 H1LBOU01 2.8 H1LBOU01 9.5 Measured -0.571428571428571 90 Measured H1LBOU01 2.8 2.8
1992-06-10 4.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 4.4 H1LBOU01 1.4 H1LBOU01 3.9 Measured -0.789115646258503 95 Measured H1LBOU01 1.4 1.4
1992-06-11 3.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0 H1LBOU01 2.2 H1LBOU01 6.1 Measured -0.625850340136054 100 Measured H1LBOU01 2.2 2.2
1992-06-12 4 H1LBOU01 0 H1LBOU01 0 H1LBOU01 2.7 H1LBOU01 0 H1LBOU01 9.6 Measured -0.748299319727891 93 Measured H1LBOU01 0 0
1992-06-13 4.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 3.8 H1LBOU01 0.3 H1LBOU01 10.3 Measured -0.884353741496599 91 Measured H1LBOU01 0.3 0.3
1992-06-14 8 H1LBOU01 0 H1LBOU01 0 H1LBOU01 9.2 H1LBOU01 0 H1LBOU01 11.5 Measured -0.585034013605442 77 Measured H1LBOU01 0 0
1992-06-15 3.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0.2 H1LBOU01 0.3 H1LBOU01 11.1 Measured -0.598639455782313 88 Measured H1LBOU01 0.3 0.3
1992-06-16 2.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 1.5 H1LBOU01 5 H1LBOU01 12.4 Measured -0.598639455782313 91 Measured H1LBOU01 5 5
1992-06-17 6.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 8.8 H1LBOU01 0 H1LBOU01 9.9 Measured -0.503401360544218 84 Measured H1LBOU01 0 0
1992-06-18 4.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 11.2 H1LBOU01 0 H1LBOU01 12.1 Measured -0.272108843537415 61 Measured H1LBOU01 0 0
1992-06-19 6.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 6.9 H1LBOU01 0 H1LBOU01 12.2 Measured -0.639455782312925 93 Measured H1LBOU01 0 0
1992-06-20 6 H1LBOU01 0 H1LBOU01 0 H1LBOU01 8.9 H1LBOU01 0 H1LBOU01 15 Measured -0.54421768707483 82 Measured H1LBOU01 0 0
1992-06-21 2.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 4.3 H1LBOU01 6.2 H1LBOU01 15 Measured -0.380952380952381 96 Measured H1LBOU01 6.2 6.2
1992-06-22 2.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 5.3 H1LBOU01 0 H1LBOU01 12.8 Measured -0.530612244897959 93 Measured H1LBOU01 0 0
1992-06-23 4.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 3.2 H1LBOU01 54.5 H1LBOU01 12.4 Measured -0.585034013605442 97 Measured H1LBOU01 54.5 54.5
1992-06-24 8.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0 H1LBOU01 11.1 H1LBOU01 8.8 Measured -0.802721088435374 100 Measured H1LBOU01 11.1 11.1
1992-06-25 5 H1LBOU01 0 H1LBOU01 0 H1LBOU01 8.6 H1LBOU01 0 H1LBOU01 10.5 Measured -0.816326530612245 82 Measured H1LBOU01 0 0
1992-06-26 4 H1LBOU01 0 H1LBOU01 0 H1LBOU01 10.9 H1LBOU01 0 H1LBOU01 9.8 Measured -0.557823129251701 72 Measured H1LBOU01 0 0
1992-06-27 3.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 11.1 H1LBOU01 0 H1LBOU01 9.9 Measured -0.585034013605442 76 Measured H1LBOU01 0 0
1992-06-28 3.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 5.5 H1LBOU01 0 H1LBOU01 11.7 Measured -0.476190476190476 57 Measured H1LBOU01 0 0
1992-06-29 2.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 8.2 H1LBOU01 0 H1LBOU01 14.4 Measured -0.448979591836735 58 Measured H1LBOU01 0 0
1992-06-30 6.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 12 H1LBOU01 0 H1LBOU01 15.4 Measured -0.394557823129252 59 Measured H1LBOU01 0 0
1992-07-01 5.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 12.2 H1LBOU01 0 H1LBOU01 16.1 Measured -0.462585034013605 58 Measured H1LBOU01 0 0
1992-07-02 6.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 3 H1LBOU01 6.2 H1LBOU01 13.6 Measured -0.557823129251701 84 Measured H1LBOU01 6.2 6.2
1992-07-03 3.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 4.9 H1LBOU01 0 H1LBOU01 12.5 Measured -0.693877551020408 88 Measured H1LBOU01 0 0
1992-07-04 2.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 3.6 H1LBOU01 3.2 H1LBOU01 13.4 Measured -0.54421768707483 79 Measured H1LBOU01 3.2 3.2
1992-07-05 4 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0.8 H1LBOU01 7.8 H1LBOU01 11.2 Measured -0.585034013605442 99 Measured H1LBOU01 7.8 7.8
1992-07-06 2.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 1.6 H1LBOU01 21.8 H1LBOU01 10.6 Measured -0.653061224489796 97 Measured H1LBOU01 21.8 21.8
1992-07-07 5.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 0 H1LBOU01 4.5 H1LBOU01 8.8 Measured -0.571428571428571 100 Measured H1LBOU01 4.5 4.5
1992-07-08 5 H1LBOU01 0 H1LBOU01 0 H1LBOU01 13 H1LBOU01 0 H1LBOU01 11.7 Measured -0.462585034013605 57 Measured H1LBOU01 0 0
1992-07-09 3.7 H1LBOU01 0 H1LBOU01 0 H1LBOU01 13.2 H1LBOU01 0 H1LBOU01 13.3 Measured -0.244897959183673 37 Measured H1LBOU01 0 0
1992-07-10 4.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 8.3 H1LBOU01 0 H1LBOU01 11.7 Measured -0.734693877551021 75 Measured H1LBOU01 0 0
1992-07-11 2.3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 2.9 H1LBOU01 6 H1LBOU01 12.8 Measured -0.448979591836735 88 Measured H1LBOU01 6 6
1992-07-12 3 H1LBOU01 0 H1LBOU01 0 H1LBOU01 1.4 H1LBOU01 21 H1LBOU01 12.4 Measured -0.299319727891156 87 Measured H1LBOU01 21 21
